Species	Symbol	Ensembl	Family	Protein	Entrez ID
Xenopus_tropicalis	zbtb1	ENSXETG00000022532	ZBTB	ENSXETP00000048773;ENSXETP00000048773;	-
Xenopus_tropicalis	id3	ENSXETG00000020653	bHLH	ENSXETP00000044625;	-
Xenopus_tropicalis	nr0b2	ENSXETG00000011771	Miscellaneous	ENSXETP00000025753;	-
Xenopus_tropicalis	hand1	ENSXETG00000008479	bHLH	ENSXETP00000018548;	-
Xenopus_tropicalis	lhx8	ENSXETG00000002992	Homeobox	ENSXETP00000006533;	-
Xenopus_tropicalis	description:Xenopus	ENSXETG00000006742	zf-C2H2	ENSXETP00000014726;	-
Xenopus_tropicalis	mixer	ENSXETG00000027672	Homeobox	ENSXETP00000019966;	-
Xenopus_tropicalis	-	ENSXETG00000011313	zf-C2H2	ENSXETP00000024696;	-
Xenopus_tropicalis	znf37a	ENSXETG00000000007	zf-C2H2	ENSXETP00000000012;	-
Xenopus_tropicalis	creb3l4	ENSXETG00000002133	TF_bZIP	ENSXETP00000063665;ENSXETP00000004551;	-
Xenopus_tropicalis	smad4	ENSXETG00000022355	MH1	ENSXETP00000048372;ENSXETP00000034740;	-
Xenopus_tropicalis	-	ENSXETG00000002690	zf-C2H2	ENSXETP00000005782;	-
Xenopus_tropicalis	-	ENSXETG00000033314	zf-C2H2	ENSXETP00000061582;ENSXETP00000058321;	-
Xenopus_tropicalis	srebf2	ENSXETG00000017449	bHLH	ENSXETP00000037964;ENSXETP00000059441;	-
Xenopus_tropicalis	atf7	ENSXETG00000012641	TF_bZIP	ENSXETP00000027659;	-
Xenopus_tropicalis	irf7	ENSXETG00000006030	IRF	ENSXETP00000013282;	-
Xenopus_tropicalis	hes6	ENSXETG00000005911	bHLH	ENSXETP00000013003;	-
Xenopus_tropicalis	EGR3	ENSXETG00000031881	zf-C2H2	ENSXETP00000062616;	-
Xenopus_tropicalis	znf740	ENSXETG00000025177	zf-C2H2	ENSXETP00000053907;	-
Xenopus_tropicalis	hoxa11	ENSXETG00000000732	Homeobox	ENSXETP00000001623;	-
Xenopus_tropicalis	hmgb2	ENSXETG00000016916	HMG	ENSXETP00000036853;	-
Xenopus_tropicalis	cdx2	ENSXETG00000011788	Homeobox	ENSXETP00000025783;	-
Xenopus_tropicalis	carhsp1	ENSXETG00000008696	CSD	ENSXETP00000019029;	-
Xenopus_tropicalis	CIC	ENSXETG00000030813	HMG	ENSXETP00000058412;ENSXETP00000062872;	-
Xenopus_tropicalis	nkx6-2	ENSXETG00000023614	Homeobox	ENSXETP00000050951;	-
Xenopus_tropicalis	-	ENSXETG00000017638	zf-BED	ENSXETP00000038284;	-
Xenopus_tropicalis	zbtb8b	ENSXETG00000003914	ZBTB	ENSXETP00000061379;ENSXETP00000008491;ENSXETP00000008491;	-
Xenopus_tropicalis	foxf2	ENSXETG00000000589	Fork_head	ENSXETP00000001301;	-
Xenopus_tropicalis	zbtb49	ENSXETG00000016041	ZBTB	ENSXETP00000034993;ENSXETP00000034993;	-
Xenopus_tropicalis	tox2	ENSXETG00000021435	HMG	ENSXETP00000046351;	-
Xenopus_tropicalis	mxd4	ENSXETG00000020483	bHLH	ENSXETP00000056424;	-
Xenopus_tropicalis	MAFA	ENSXETG00000032364	TF_bZIP	ENSXETP00000062405;	-
Xenopus_tropicalis	mier1	ENSXETG00000012401	MYB	ENSXETP00000027114;	-
Xenopus_tropicalis	pou4f1	ENSXETG00000017814	Pou	ENSXETP00000038616;	-
Xenopus_tropicalis	arid1b	ENSXETG00000011226	ARID	ENSXETP00000024535;	-
Xenopus_tropicalis	ncoa3	ENSXETG00000003480	bHLH	ENSXETP00000007533;	-
Xenopus_tropicalis	mynn	ENSXETG00000009218	ZBTB	ENSXETP00000020250;ENSXETP00000020250;	-
Xenopus_tropicalis	esrrgr	ENSXETG00000016948	ESR-like	ENSXETP00000036929;	-
Xenopus_tropicalis	sall2	ENSXETG00000017176	zf-C2H2	ENSXETP00000037450;	-
Xenopus_tropicalis	hoxc10	ENSXETG00000023472	Homeobox	ENSXETP00000050677;	-
Xenopus_tropicalis	e2f3	ENSXETG00000000021	E2F	ENSXETP00000000028;	-
Xenopus_tropicalis	rorc	ENSXETG00000002131	THR-like	ENSXETP00000004549;	-
Xenopus_tropicalis	gcfc2	ENSXETG00000007803	GCFC	ENSXETP00000017039;ENSXETP00000055215;	-
Xenopus_tropicalis	hoxa9	ENSXETG00000000724	Homeobox	ENSXETP00000001611;	-
Xenopus_tropicalis	-	ENSXETG00000024253	zf-C2H2	ENSXETP00000052327;	-
Xenopus_tropicalis	arid5b	ENSXETG00000014055	ARID	ENSXETP00000030678;	-
Xenopus_tropicalis	-	ENSXETG00000024254	zf-C2H2	ENSXETP00000052348;	-
Xenopus_tropicalis	TULP4	ENSXETG00000032878	Tub	ENSXETP00000061833;ENSXETP00000063165;	-
Xenopus_tropicalis	smad1	ENSXETG00000026047	MH1	ENSXETP00000051117;	-
Xenopus_tropicalis	znf362	ENSXETG00000009496	zf-C2H2	ENSXETP00000020955;	-
Xenopus_tropicalis	atf6b	ENSXETG00000005164	TF_bZIP	ENSXETP00000011236;	-
Xenopus_tropicalis	-	ENSXETG00000033357	zf-C2H2	ENSXETP00000061030;	-
Xenopus_tropicalis	gfi1b	ENSXETG00000006263	zf-C2H2	ENSXETP00000013728;	-
Xenopus_tropicalis	nr4a2	ENSXETG00000031753	NGFIB-like	ENSXETP00000011580;	-
Xenopus_tropicalis	baz2a	ENSXETG00000021782	MBD	ENSXETP00000047091;	-
Xenopus_tropicalis	-	ENSXETG00000032394	zf-C2H2	ENSXETP00000025421;	-
Xenopus_tropicalis	znf644	ENSXETG00000023985	zf-C2H2	ENSXETP00000051742;	-
Xenopus_tropicalis	zic5	ENSXETG00000018872	zf-C2H2	ENSXETP00000040948;	-
Xenopus_tropicalis	tox	ENSXETG00000020167	HMG	ENSXETP00000043496;	-
Xenopus_tropicalis	pdx1	ENSXETG00000011787	Homeobox	ENSXETP00000025782;	-
Xenopus_tropicalis	-	ENSXETG00000030966	Homeobox	ENSXETP00000059892;	-
Xenopus_tropicalis	tsc22d3	ENSXETG00000022572	TSC22	ENSXETP00000062717;ENSXETP00000048853;	-
Xenopus_tropicalis	hlf	ENSXETG00000004316	TF_bZIP	ENSXETP00000009388;	-
Xenopus_tropicalis	mbd3	ENSXETG00000013593	MBD	ENSXETP00000029788;ENSXETP00000029789;	-
Xenopus_tropicalis	foxn2	ENSXETG00000022651	Fork_head	ENSXETP00000061837;ENSXETP00000049020;	-
Xenopus_tropicalis	znf618	ENSXETG00000022935	zf-C2H2	ENSXETP00000049605;	-
Xenopus_tropicalis	sp5	ENSXETG00000025407	zf-C2H2	ENSXETP00000054194;	-
Xenopus_tropicalis	foxi1	ENSXETG00000025404	Fork_head	ENSXETP00000005340;	-
Xenopus_tropicalis	-	ENSXETG00000033965	zf-C2H2	ENSXETP00000059429;	-
Xenopus_tropicalis	pax2	ENSXETG00000014206	PAX	ENSXETP00000031060;ENSXETP00000031065;	-
Xenopus_tropicalis	arid3b	ENSXETG00000010647	ARID	ENSXETP00000023324;	-
Xenopus_tropicalis	prrx2	ENSXETG00000014169	Homeobox	ENSXETP00000030945;	-
Xenopus_tropicalis	snapc4	ENSXETG00000000743	MYB	ENSXETP00000001649;ENSXETP00000001651;	-
Xenopus_tropicalis	ventx2	ENSXETG00000026798	Homeobox	ENSXETP00000056265;	-
Xenopus_tropicalis	hoxc9	ENSXETG00000023475	Homeobox	ENSXETP00000050678;ENSXETP00000062221;	-
Xenopus_tropicalis	-	ENSXETG00000025956	zf-C2H2	ENSXETP00000052298;	-
Xenopus_tropicalis	pias4	ENSXETG00000006386	zf-MIZ	ENSXETP00000061564;ENSXETP00000013974;	-
Xenopus_tropicalis	nfic	ENSXETG00000008149	CTF/NFI	ENSXETP00000017870;	-
Xenopus_tropicalis	ybx3	ENSXETG00000016239	CSD	ENSXETP00000035458;ENSXETP00000035457;	-
Xenopus_tropicalis	tbx18	ENSXETG00000018148	T-box	ENSXETP00000039371;	-
Xenopus_tropicalis	zfp1	ENSXETG00000013033	zf-C2H2	ENSXETP00000028554;	-
Xenopus_tropicalis	ascl2	ENSXETG00000002872	bHLH	ENSXETP00000006283;	-
Xenopus_tropicalis	znf770	ENSXETG00000012900	zf-C2H2	ENSXETP00000028216;ENSXETP00000028212;	-
Xenopus_tropicalis	zbtb5	ENSXETG00000006534	ZBTB	ENSXETP00000014289;ENSXETP00000014289;	-
Xenopus_tropicalis	vax1	ENSXETG00000008186	Homeobox	ENSXETP00000017956;	-
Xenopus_tropicalis	pou3f3	ENSXETG00000025593	Pou	ENSXETP00000054452;	-
Xenopus_tropicalis	zbtb18	ENSXETG00000014541	ZBTB	ENSXETP00000031817;ENSXETP00000031817;	-
Xenopus_tropicalis	nfkb2	ENSXETG00000000013	RHD	ENSXETP00000063270;ENSXETP00000000018;	-
Xenopus_tropicalis	kank1	ENSXETG00000002277	DM	ENSXETP00000004858;	-
Xenopus_tropicalis	dmbx1	ENSXETG00000004360	Homeobox	ENSXETP00000009494;	-
Xenopus_tropicalis	gcm1	ENSXETG00000027375	GCM	ENSXETP00000057127;	-
Xenopus_tropicalis	nkx2-1	ENSXETG00000002909	Homeobox	ENSXETP00000006369;	-
Xenopus_tropicalis	gata4	ENSXETG00000000673	zf-GATA	ENSXETP00000001472;	-
Xenopus_tropicalis	zbtb8a	ENSXETG00000027866	ZBTB	ENSXETP00000057916;ENSXETP00000057916;	-
Xenopus_tropicalis	atf2	ENSXETG00000007566	TF_bZIP	ENSXETP00000016474;	-
Xenopus_tropicalis	sp3	ENSXETG00000008503	zf-C2H2	ENSXETP00000059529;ENSXETP00000018611;	-
Xenopus_tropicalis	hoxd3	ENSXETG00000001800	Homeobox	ENSXETP00000003766;	-
Xenopus_tropicalis	rbfox1	ENSXETG00000005126	zf-C2H2	ENSXETP00000015496;ENSXETP00000015497;	-
Xenopus_tropicalis	hdx	ENSXETG00000014523	Homeobox	ENSXETP00000055424;ENSXETP00000031777;	-
Xenopus_tropicalis	prrx1	ENSXETG00000004727	Homeobox	ENSXETP00000010247;	-
Xenopus_tropicalis	otp	ENSXETG00000017073	Homeobox	ENSXETP00000037209;	-
Xenopus_tropicalis	bix1	ENSXETG00000026217	Homeobox	ENSXETP00000055386;	-
Xenopus_tropicalis	bach1	ENSXETG00000020266	TF_bZIP	ENSXETP00000043713;	-
Xenopus_tropicalis	-	ENSXETG00000023689	MH1	ENSXETP00000003831;ENSXETP00000003828;	-
Xenopus_tropicalis	zkscan7	ENSXETG00000024279	zf-C2H2	ENSXETP00000052698;ENSXETP00000052414;	-
Xenopus_tropicalis	GTF3A	ENSXETG00000032930	zf-C2H2	ENSXETP00000058557;	-
Xenopus_tropicalis	cebpd	ENSXETG00000004850	TF_bZIP	ENSXETP00000010514;	-
Xenopus_tropicalis	-	ENSXETG00000020496	zf-C2H2	ENSXETP00000044312;	-
Xenopus_tropicalis	ar	ENSXETG00000005089	ESR-like	ENSXETP00000011091;	-
Xenopus_tropicalis	description:Xenopus	ENSXETG00000024774	THAP	ENSXETP00000029657;	-
Xenopus_tropicalis	-	ENSXETG00000016619	zf-C2H2	ENSXETP00000036245;	-
Xenopus_tropicalis	glis3	ENSXETG00000011692	zf-C2H2	ENSXETP00000025567;	-
Xenopus_tropicalis	znf234	ENSXETG00000006640	zf-C2H2	ENSXETP00000054155;	-
Xenopus_tropicalis	hmg20b	ENSXETG00000022092	HMG	ENSXETP00000047800;ENSXETP00000063608;	-
Xenopus_tropicalis	atf4	ENSXETG00000024806	TF_bZIP	ENSXETP00000050104;	-
Xenopus_tropicalis	mef2a	ENSXETG00000018788	SRF	ENSXETP00000040728;ENSXETP00000040732;	-
Xenopus_tropicalis	ovol1	ENSXETG00000020587	zf-C2H2	ENSXETP00000044473;	-
Xenopus_tropicalis	pax7	ENSXETG00000018527	PAX	ENSXETP00000040102;	-
Xenopus_tropicalis	osr1	ENSXETG00000007992	zf-C2H2	ENSXETP00000017518;	-
Xenopus_tropicalis	IRF9	ENSXETG00000031889	IRF	ENSXETP00000058392;	-
Xenopus_tropicalis	jarid2	ENSXETG00000015433	ARID	ENSXETP00000033680;	-
Xenopus_tropicalis	hes5	ENSXETG00000012080	bHLH	ENSXETP00000026359;	-
Xenopus_tropicalis	fos	ENSXETG00000013238	TF_bZIP	ENSXETP00000028986;	-
Xenopus_tropicalis	pms1	ENSXETG00000009885	HMG	ENSXETP00000021769;	-
Xenopus_tropicalis	tox3	ENSXETG00000006442	HMG	ENSXETP00000062640;ENSXETP00000014116;	-
Xenopus_tropicalis	-	ENSXETG00000027329	zf-C2H2	ENSXETP00000052357;	-
Xenopus_tropicalis	znf585b	ENSXETG00000000622	zf-C2H2	ENSXETP00000001361;	-
Xenopus_tropicalis	MGC145685	ENSXETG00000030107	MYB	ENSXETP00000059073;	-
Xenopus_tropicalis	znf630	ENSXETG00000016583	zf-C2H2	ENSXETP00000036156;ENSXETP00000063049;	-
Xenopus_tropicalis	-	ENSXETG00000024263	zf-C2H2	ENSXETP00000033068;	-
Xenopus_tropicalis	-	ENSXETG00000034108	THAP	ENSXETP00000062065;	-
Xenopus_tropicalis	-	ENSXETG00000033809	ETS	ENSXETP00000061619;	-
Xenopus_tropicalis	foxj1	ENSXETG00000024431	Fork_head	ENSXETP00000052832;	-
Xenopus_tropicalis	-	ENSXETG00000033789	zf-C2H2	ENSXETP00000045870;	-
Xenopus_tropicalis	hoxc5	ENSXETG00000025183	Homeobox	ENSXETP00000050688;ENSXETP00000062239;	-
Xenopus_tropicalis	prdm15	ENSXETG00000000068	zf-C2H2	ENSXETP00000000120;	-
Xenopus_tropicalis	znf367	ENSXETG00000014840	zf-C2H2	ENSXETP00000032486;	-
Xenopus_tropicalis	-	ENSXETG00000025954	zf-C2H2	ENSXETP00000018183;	-
Xenopus_tropicalis	elf2	ENSXETG00000016896	ETS	ENSXETP00000036802;ENSXETP00000036800;	-
Xenopus_tropicalis	aff2	ENSXETG00000019630	AF-4	ENSXETP00000042503;	-
Xenopus_tropicalis	l3mbtl3	ENSXETG00000014401	zf-C2HC	ENSXETP00000031491;	-
Xenopus_tropicalis	myb	ENSXETG00000003725	MYB	ENSXETP00000008057;	-
Xenopus_tropicalis	grhl1	ENSXETG00000007012	CP2	ENSXETP00000015285;	-
Xenopus_tropicalis	-	ENSXETG00000032007	zf-C2H2	ENSXETP00000060777;	-
Xenopus_tropicalis	xbp1	ENSXETG00000027416	TF_bZIP	ENSXETP00000057183;	-
Xenopus_tropicalis	pou6f2	ENSXETG00000005600	Pou	ENSXETP00000054266;	-
Xenopus_tropicalis	-	ENSXETG00000033657	zf-C2H2	ENSXETP00000025437;	-
Xenopus_tropicalis	dnajc21	ENSXETG00000000706	zf-C2H2	ENSXETP00000001569;	-
Xenopus_tropicalis	tal1	ENSXETG00000016346	bHLH	ENSXETP00000035679;	-
Xenopus_tropicalis	42Sp43	ENSXETG00000023710	zf-C2H2	ENSXETP00000059706;ENSXETP00000051151;	-
Xenopus_tropicalis	nkx3-1	ENSXETG00000007765	Homeobox	ENSXETP00000016949;	-
Xenopus_tropicalis	pou2f3	ENSXETG00000015251	Pou	ENSXETP00000037065;	-
Xenopus_tropicalis	dlx6	ENSXETG00000016573	Homeobox	ENSXETP00000036135;	-
Xenopus_tropicalis	vsx2	ENSXETG00000013302	Homeobox	ENSXETP00000029140;	-
Xenopus_tropicalis	cdc5l	ENSXETG00000007885	MYB	ENSXETP00000017277;	-
Xenopus_tropicalis	TFAP2D	ENSXETG00000032997	AP-2	ENSXETP00000063846;	-
Xenopus_tropicalis	dnajc2	ENSXETG00000023108	MYB	ENSXETP00000049978;ENSXETP00000063020;	-
Xenopus_tropicalis	not	ENSXETG00000011780	Homeobox	ENSXETP00000025770;	-
Xenopus_tropicalis	nfix	ENSXETG00000016718	CTF/NFI	ENSXETP00000036473;ENSXETP00000036475;	-
Xenopus_tropicalis	hoxc11	ENSXETG00000023471	Homeobox	ENSXETP00000050673;	-
Xenopus_tropicalis	znf554	ENSXETG00000033459	zf-C2H2	ENSXETP00000062866;	-
Xenopus_tropicalis	fosb	ENSXETG00000018237	TF_bZIP	ENSXETP00000039547;	-
Xenopus_tropicalis	gatad2a	ENSXETG00000013053	zf-GATA	ENSXETP00000028597;ENSXETP00000062129;	-
Xenopus_tropicalis	znf821	ENSXETG00000023421	zf-C2H2	ENSXETP00000050590;	-
Xenopus_tropicalis	lyl1	ENSXETG00000016721	bHLH	ENSXETP00000036479;	-
Xenopus_tropicalis	mkx	ENSXETG00000004554	Homeobox	ENSXETP00000009890;	-
Xenopus_tropicalis	atf5	ENSXETG00000008804	TF_bZIP	ENSXETP00000019355;ENSXETP00000019356;	-
Xenopus_tropicalis	l3mbtl1	ENSXETG00000012115	zf-C2HC	ENSXETP00000026446;	-
Xenopus_tropicalis	pbrm1	ENSXETG00000013671	HMG	ENSXETP00000060948;	-
Xenopus_tropicalis	sp7	ENSXETG00000012663	zf-C2H2	ENSXETP00000027713;	-
Xenopus_tropicalis	fezf1	ENSXETG00000022748	zf-C2H2	ENSXETP00000049215;	-
Xenopus_tropicalis	znf687	ENSXETG00000010001	zf-C2H2	ENSXETP00000022027;ENSXETP00000022039;	-
Xenopus_tropicalis	bhlhe23	ENSXETG00000006104	bHLH	ENSXETP00000013462;	-
Xenopus_tropicalis	sall1	ENSXETG00000018417	zf-C2H2	ENSXETP00000039895;	-
Xenopus_tropicalis	meox2	ENSXETG00000005051	Homeobox	ENSXETP00000011040;ENSXETP00000062101;	-
Xenopus_tropicalis	XB-GENE-5799682	ENSXETG00000025594	zf-C2H2	ENSXETP00000054453;	-
Xenopus_tropicalis	foxh1	ENSXETG00000005286	Fork_head	ENSXETP00000011563;	-
Xenopus_tropicalis	rxrg	ENSXETG00000004750	RXR-like	ENSXETP00000010295;	-
Xenopus_tropicalis	ebf3	ENSXETG00000011309	COE	ENSXETP00000024690;ENSXETP00000027874;	-
Xenopus_tropicalis	pbx2	ENSXETG00000005223	Homeobox	ENSXETP00000001070;ENSXETP00000001072;	-
Xenopus_tropicalis	arid4a	ENSXETG00000011968	ARID	ENSXETP00000063751;ENSXETP00000026194;	-
Xenopus_tropicalis	-	ENSXETG00000000727	zf-C2H2	ENSXETP00000001610;	-
Xenopus_tropicalis	pbx1	ENSXETG00000010464	Homeobox	ENSXETP00000011400;ENSXETP00000022980;	-
Xenopus_tropicalis	-	ENSXETG00000034139	THAP	ENSXETP00000062106;	-
Xenopus_tropicalis	TBX15	ENSXETG00000032807	T-box	ENSXETP00000039368;	-
Xenopus_tropicalis	description:Xenopus	ENSXETG00000032684	zf-C2H2	ENSXETP00000003588;	-
Xenopus_tropicalis	en2	ENSXETG00000013496	Homeobox	ENSXETP00000029565;	-
Xenopus_tropicalis	atf5	ENSXETG00000008803	TF_bZIP	ENSXETP00000007072;	-
Xenopus_tropicalis	thrb	ENSXETG00000003871	THR-like	ENSXETP00000058506;ENSXETP00000008403;	-
Xenopus_tropicalis	nfe2l1	ENSXETG00000021958	TF_bZIP	ENSXETP00000047513;	-
Xenopus_tropicalis	tbx22	ENSXETG00000006730	T-box	ENSXETP00000014704;	-
Xenopus_tropicalis	-	ENSXETG00000007126	zf-C2H2	ENSXETP00000015495;	-
Xenopus_tropicalis	sp6	ENSXETG00000021949	zf-C2H2	ENSXETP00000047501;	-
Xenopus_tropicalis	pax8	ENSXETG00000001272	PAX	ENSXETP00000002730;	-
Xenopus_tropicalis	dmrt2	ENSXETG00000033983	DM	ENSXETP00000060468;	-
Xenopus_tropicalis	-	ENSXETG00000023998	zf-C2H2	ENSXETP00000051773;	-
Xenopus_tropicalis	irf2	ENSXETG00000001536	IRF	ENSXETP00000003210;	-
Xenopus_tropicalis	gzf1	ENSXETG00000004510	ZBTB	ENSXETP00000009796;ENSXETP00000009796;	-
Xenopus_tropicalis	bnc1	ENSXETG00000016084	zf-C2H2	ENSXETP00000035077;	-
Xenopus_tropicalis	rest	ENSXETG00000005323	zf-C2H2	ENSXETP00000011684;	-
Xenopus_tropicalis	-	ENSXETG00000031592	zf-C2H2	ENSXETP00000044934;	-
Xenopus_tropicalis	hes9	ENSXETG00000022245	bHLH	ENSXETP00000048125;	-
Xenopus_tropicalis	atf6	ENSXETG00000004747	TF_bZIP	ENSXETP00000064108;ENSXETP00000010286;	-
Xenopus_tropicalis	nr1i2	ENSXETG00000018029	THR-like	ENSXETP00000039111;ENSXETP00000060780;	-
Xenopus_tropicalis	NR1I3	ENSXETG00000031759	THR-like	ENSXETP00000061422;	-
Xenopus_tropicalis	-	ENSXETG00000032793	zf-C2H2	ENSXETP00000033008;	-
Xenopus_tropicalis	zbtb7b	ENSXETG00000020041	ZBTB	ENSXETP00000043301;ENSXETP00000043301;	-
Xenopus_tropicalis	nfkb1	ENSXETG00000021325	RHD	ENSXETP00000046127;	-
Xenopus_tropicalis	-	ENSXETG00000030072	zf-C2H2	ENSXETP00000060432;	-
Xenopus_tropicalis	tbx1	ENSXETG00000006304	T-box	ENSXETP00000013817;	-
Xenopus_tropicalis	hmga2	ENSXETG00000027772	HMGA	ENSXETP00000057784;	-
Xenopus_tropicalis	-	ENSXETG00000033848	Homeobox	ENSXETP00000062911;	-
Xenopus_tropicalis	myf6	ENSXETG00000027340	bHLH	ENSXETP00000057058;	-
Xenopus_tropicalis	-	ENSXETG00000030814	HSF	ENSXETP00000064114;	-
Xenopus_tropicalis	nr4a1	ENSXETG00000000579	NGFIB-like	ENSXETP00000046412;ENSXETP00000001266;	-
Xenopus_tropicalis	gata6	ENSXETG00000003144	zf-GATA	ENSXETP00000006823;	-
Xenopus_tropicalis	nfat5	ENSXETG00000017861	RHD	ENSXETP00000038722;	-
Xenopus_tropicalis	znf383	ENSXETG00000027163	zf-C2H2	ENSXETP00000006621;	-
Xenopus_tropicalis	sp5l	ENSXETG00000006226	zf-C2H2	ENSXETP00000013672;	-
Xenopus_tropicalis	mafk	ENSXETG00000018118	TF_bZIP	ENSXETP00000039292;	-
Xenopus_tropicalis	tfcp2	ENSXETG00000009632	CP2	ENSXETP00000060511;ENSXETP00000021218;	-
Xenopus_tropicalis	-	ENSXETG00000008144	zf-C2H2	ENSXETP00000017859;	-
Xenopus_tropicalis	nkx2-2	ENSXETG00000023499	Homeobox	ENSXETP00000050714;	-
Xenopus_tropicalis	-	ENSXETG00000025714	zf-C2H2	ENSXETP00000044935;	-
Xenopus_tropicalis	-	ENSXETG00000032531	zf-C2H2	ENSXETP00000005874;	-
Xenopus_tropicalis	PRDM10	ENSXETG00000032173	zf-C2H2	ENSXETP00000062917;	-
Xenopus_tropicalis	znf420	ENSXETG00000006575	zf-C2H2	ENSXETP00000014401;ENSXETP00000014400;	-
Xenopus_tropicalis	sox2	ENSXETG00000026292	HMG	ENSXETP00000004031;	-
Xenopus_tropicalis	-	ENSXETG00000002834	zf-C2H2	ENSXETP00000006189;	-
Xenopus_tropicalis	paxbp1	ENSXETG00000009903	GCFC	ENSXETP00000021813;	-
Xenopus_tropicalis	nhlh1	ENSXETG00000005841	bHLH	ENSXETP00000012850;	-
Xenopus_tropicalis	klf13	ENSXETG00000016478	zf-C2H2	ENSXETP00000035944;	-
Xenopus_tropicalis	dmrt3	ENSXETG00000015285	DM	ENSXETP00000033420;	-
Xenopus_tropicalis	description:Xenopus	ENSXETG00000011112	bHLH	ENSXETP00000024268;ENSXETP00000059286;ENSXETP00000054354;	-
Xenopus_tropicalis	nfatc1	ENSXETG00000000853	RHD	ENSXETP00000060561;ENSXETP00000001898;	-
Xenopus_tropicalis	fezf2	ENSXETG00000022248	zf-C2H2	ENSXETP00000048138;	-
Xenopus_tropicalis	irf8	ENSXETG00000003561	IRF	ENSXETP00000007697;	-
Xenopus_tropicalis	gsc	ENSXETG00000023328	Homeobox	ENSXETP00000050392;ENSXETP00000059321;	-
Xenopus_tropicalis	-	ENSXETG00000013818	zf-C2H2	ENSXETP00000051767;	-
Xenopus_tropicalis	znf408	ENSXETG00000001980	zf-C2H2	ENSXETP00000004234;	-
Xenopus_tropicalis	sall3	ENSXETG00000000845	zf-C2H2	ENSXETP00000001882;	-
Xenopus_tropicalis	POU2F2	ENSXETG00000033156	Pou	ENSXETP00000061283;	-
Xenopus_tropicalis	myc	ENSXETG00000025372	bHLH	ENSXETP00000054171;	-
Xenopus_tropicalis	-	ENSXETG00000026406	THAP	ENSXETP00000055689;	-
Xenopus_tropicalis	znf84	ENSXETG00000023995	zf-C2H2	ENSXETP00000016157;	-
Xenopus_tropicalis	ncor2	ENSXETG00000001192	MYB	ENSXETP00000002571;	-
Xenopus_tropicalis	snai1	ENSXETG00000027366	zf-C2H2	ENSXETP00000026599;	-
Xenopus_tropicalis	-	ENSXETG00000032286	Homeobox	ENSXETP00000058796;	-
Xenopus_tropicalis	gabpa	ENSXETG00000013611	ETS	ENSXETP00000029833;	-
Xenopus_tropicalis	nfil3	ENSXETG00000000804	TF_bZIP	ENSXETP00000001789;	-
Xenopus_tropicalis	tshz3	ENSXETG00000016288	zf-C2H2	ENSXETP00000035548;	-
Xenopus_tropicalis	prdm1	ENSXETG00000008674	zf-C2H2	ENSXETP00000018988;	-
Xenopus_tropicalis	-	ENSXETG00000031433	zf-BED	ENSXETP00000061403;	-
Xenopus_tropicalis	hopx	ENSXETG00000010212	Homeobox	ENSXETP00000022525;	-
Xenopus_tropicalis	six4	ENSXETG00000016941	Homeobox	ENSXETP00000036911;	-
Xenopus_tropicalis	spib	ENSXETG00000009034	ETS	ENSXETP00000019804;	-
Xenopus_tropicalis	lrrfip2	ENSXETG00000004994	LRRFIP	ENSXETP00000063152;ENSXETP00000010914;	-
Xenopus_tropicalis	ferd3l	ENSXETG00000031751	bHLH	ENSXETP00000058897;	-
Xenopus_tropicalis	alx1	ENSXETG00000021397	Homeobox	ENSXETP00000046264;	-
Xenopus_tropicalis	-	ENSXETG00000023997	zf-C2H2	ENSXETP00000051769;	-
Xenopus_tropicalis	egr2	ENSXETG00000014066	zf-C2H2	ENSXETP00000030721;	-
Xenopus_tropicalis	atf3	ENSXETG00000014375	TF_bZIP	ENSXETP00000031433;	-
Xenopus_tropicalis	znf217	ENSXETG00000017550	zf-C2H2	ENSXETP00000038093;ENSXETP00000057220;	-
Xenopus_tropicalis	sp2	ENSXETG00000021952	zf-C2H2	ENSXETP00000062382;ENSXETP00000047504;	-
Xenopus_tropicalis	-	ENSXETG00000033531	TSC22	ENSXETP00000063351;	-
Xenopus_tropicalis	zbtb43	ENSXETG00000009643	ZBTB	ENSXETP00000021233;ENSXETP00000021233;	-
Xenopus_tropicalis	hnf1a	ENSXETG00000012278	Homeobox	ENSXETP00000026829;	-
Xenopus_tropicalis	tlx1	ENSXETG00000008043	Homeobox	ENSXETP00000017635;	-
Xenopus_tropicalis	rel	ENSXETG00000002209	RHD	ENSXETP00000004697;	-
Xenopus_tropicalis	nkx2-4	ENSXETG00000023500	Homeobox	ENSXETP00000050715;	-
Xenopus_tropicalis	dach1	ENSXETG00000012355	DACH	ENSXETP00000059762;ENSXETP00000027006;	-
Xenopus_tropicalis	znf470	ENSXETG00000024337	zf-C2H2	ENSXETP00000016155;	-
Xenopus_tropicalis	-	ENSXETG00000007072	zf-C2H2	ENSXETP00000015400;	-
Xenopus_tropicalis	nr1h2	ENSXETG00000000307	THR-like	ENSXETP00000000613;	-
Xenopus_tropicalis	nr2e3	ENSXETG00000005219	RXR-like	ENSXETP00000011393;	-
Xenopus_tropicalis	elk4	ENSXETG00000000987	ETS	ENSXETP00000002161;	-
Xenopus_tropicalis	hnf4g	ENSXETG00000017845	RXR-like	ENSXETP00000038684;	-
