chr	start	end	strand	gene_ID	gene_type	gene_short_name
chr7	112427505	112591692	+	ENSMUSG00000030770	protein_coding	Parva
chr7	112526972	112535683	-	ENSMUSG00000085049	antisense	Parvaos
chr7	112612560	112680081	-	ENSMUSG00000085945	bidirectional_promoter_lncRNA	2310014F06Rik
chr7	112618096	112618225	-	ENSMUSG00000093002	snoRNA	Gm24154
chr7	112652782	112653397	+	ENSMUSG00000109611	processed_pseudogene	Gm45473
chr7	112679318	112906807	+	ENSMUSG00000055320	protein_coding	Tead1
chr7	112713951	112714079	+	ENSMUSG00000106046	miRNA	Gm44462
chr7	112953962	112957457	+	ENSMUSG00000098132	protein_coding	Rassf10
chr7	112972096	112972883	-	ENSMUSG00000110109	processed_pseudogene	Gm5599
chr7	112983903	113010892	+	ENSMUSG00000110207	lincRNA	Gm45404
chr7	113100168	113142023	-	ENSMUSG00000110009	lincRNA	4930543E12Rik
chr7	113119698	113119808	+	ENSMUSG00000088671	rRNA	Gm23662
chr7	113207465	113314126	+	ENSMUSG00000055116	protein_coding	Arntl
chr7	113292944	113295337	-	ENSMUSG00000109959	antisense	Gm45355
chr7	113315626	113369392	-	ENSMUSG00000038187	protein_coding	Btbd10
chr7	113324258	113324659	+	ENSMUSG00000082183	processed_pseudogene	Gm15994
chr7	113385580	113388570	-	ENSMUSG00000059077	protein_coding	Pth
chr7	113420374	113421094	+	ENSMUSG00000110262	processed_pseudogene	Gm45614
chr7	113448346	113448919	-	ENSMUSG00000109779	processed_pseudogene	Gm18780
chr7	113513834	113571511	+	ENSMUSG00000030759	protein_coding	Far1
chr7	113530489	113564987	-	ENSMUSG00000084984	antisense	Far1os
chr7	113592862	113593021	+	ENSMUSG00000109968	processed_pseudogene	Gm45612
chr7	113666915	113667016	-	ENSMUSG00000089467	miRNA	Gm23700
chr7	113700890	113708442	-	ENSMUSG00000073862	lincRNA	Gm5600
chr7	113729654	113752166	+	ENSMUSG00000101755	lincRNA	Gm29507
chr7	113765998	114043370	+	ENSMUSG00000038156	protein_coding	Spon1
chr7	114046782	114117781	-	ENSMUSG00000055723	protein_coding	Rras2
chr7	114086898	114088357	+	ENSMUSG00000110248	antisense	Gm45615
chr7	114208634	114209088	-	ENSMUSG00000110407	processed_pseudogene	Gm45454
chr7	114215559	114254711	-	ENSMUSG00000030754	protein_coding	Copb1
chr7	114264606	114276118	-	ENSMUSG00000030751	protein_coding	Psma1
chr7	114315479	114415161	-	ENSMUSG00000087475	lincRNA	4933406I18Rik
chr7	114415281	114539251	+	ENSMUSG00000030671	protein_coding	Pde3b
chr7	114549682	114562972	-	ENSMUSG00000030670	protein_coding	Cyp2r1
chr7	114631478	114636357	-	ENSMUSG00000030669	protein_coding	Calca
chr7	114698520	114699644	-	ENSMUSG00000108349	processed_pseudogene	Gm18599
chr7	114705217	114706235	-	ENSMUSG00000086583	transcribed_processed_pseudogene	Gm15500
chr7	114718643	114723365	+	ENSMUSG00000030666	protein_coding	Calcb
chr7	114743694	114850383	+	ENSMUSG00000048782	protein_coding	Insc
chr7	114832383	114832514	-	ENSMUSG00000077644	snoRNA	Gm24982
chr7	114851344	114854571	-	ENSMUSG00000108683	lincRNA	Gm45017
chr7	114926959	114927726	-	ENSMUSG00000046411	processed_pseudogene	Rps4l-ps
chr7	114936545	114936862	+	ENSMUSG00000089348	misc_RNA	Gm22669
chr7	114942122	114948497	-	ENSMUSG00000108419	lincRNA	Gm45020
chr7	114948650	114983960	+	ENSMUSG00000108379	lincRNA	A730082K24Rik
chr7	115031937	115066824	+	ENSMUSG00000108722	lincRNA	Gm44944
chr7	115172056	115172385	+	ENSMUSG00000108401	processed_pseudogene	Rpl19-ps10
chr7	115172273	115172352	+	ENSMUSG00000099211	miRNA	Gm27684
chr7	115470872	116038796	-	ENSMUSG00000051910	protein_coding	Sox6
chr7	115995274	116014145	+	ENSMUSG00000108489	antisense	Gm45025
chr7	116031979	116032550	+	ENSMUSG00000030664	antisense	Sox6os
chr7	116039397	116105210	+	ENSMUSG00000030663	protein_coding	1110004F10Rik
chr7	116081759	116093159	-	ENSMUSG00000087621	processed_transcript	1700003G18Rik
chr7	116082863	116084635	-	ENSMUSG00000091900	protein_coding	Gm4353
chr7	116123485	116308376	-	ENSMUSG00000045659	protein_coding	Plekha7
chr7	116281511	116282885	-	ENSMUSG00000108650	sense_intronic	Gm44867
chr7	116331505	116334195	-	ENSMUSG00000090862	protein_coding	Rps13
chr7	116333171	116333257	-	ENSMUSG00000064741	snoRNA	Snord14a
chr7	116334255	116338633	+	ENSMUSG00000108738	antisense	Gm44777
chr7	116337265	116443449	-	ENSMUSG00000030660	protein_coding	Pik3c2a
chr7	116396551	116399717	-	ENSMUSG00000108500	TEC	Gm45033
chr7	116409847	116410803	-	ENSMUSG00000108359	TEC	C430039J01Rik
chr7	116443575	116444324	+	ENSMUSG00000108461	bidirectional_promoter_lncRNA	AV356131
chr7	116492117	116492404	-	ENSMUSG00000108566	processed_pseudogene	Gm45031
chr7	116504369	116540584	+	ENSMUSG00000030659	protein_coding	Nucb2
chr7	116543656	116545755	+	ENSMUSG00000108736	lincRNA	Gm45151
chr7	116546865	116549364	+	ENSMUSG00000108456	lincRNA	4732496C06Rik
chr7	116625122	116625242	-	ENSMUSG00000084492	rRNA	n-R5s157
chr7	116691379	116691485	-	ENSMUSG00000088234	snRNA	Gm25423
chr7	116803626	116804499	-	ENSMUSG00000108740	processed_pseudogene	Gm6008
chr7	116824510	116825851	-	ENSMUSG00000107383	processed_pseudogene	Gm4366
chr7	116952589	116952695	-	ENSMUSG00000064971	snRNA	Gm26054
chr7	117229607	117278839	+	ENSMUSG00000108303	lincRNA	Gm45152
chr7	117380979	117673580	+	ENSMUSG00000030657	protein_coding	Xylt1
chr7	117381862	117383762	+	ENSMUSG00000108693	TEC	Gm45153
chr7	117776794	117776898	+	ENSMUSG00000088116	miRNA	Gm24063
chr7	118104372	118116188	-	ENSMUSG00000008683	protein_coding	Rps15a
chr7	118118891	118129662	-	ENSMUSG00000030654	protein_coding	Arl6ip1
chr7	118131308	118243670	-	ENSMUSG00000030655	protein_coding	Smg1
chr7	118153480	118153610	+	ENSMUSG00000065874	snoRNA	Gm25683
chr7	118229401	118231357	-	ENSMUSG00000109045	TEC	Gm45084
chr7	118243865	118245551	+	ENSMUSG00000055159	bidirectional_promoter_lncRNA	4930583K01Rik
chr7	118273292	118275363	-	ENSMUSG00000108980	lincRNA	Gm45155
chr7	118279861	118279965	+	ENSMUSG00000087922	snRNA	Gm23229
chr7	118329486	118330121	+	ENSMUSG00000108856	lincRNA	Gm44912
chr7	118380717	118448222	-	ENSMUSG00000058420	protein_coding	Syt17
chr7	118480495	118483348	+	ENSMUSG00000109167	TEC	Gm44652
chr7	118485111	118491975	-	ENSMUSG00000095115	protein_coding	Itpripl2
chr7	118509659	118533356	-	ENSMUSG00000030652	protein_coding	Coq7
chr7	118535841	118584736	-	ENSMUSG00000042246	protein_coding	Tmc7
chr7	118592328	118596838	+	ENSMUSG00000109284	lincRNA	B230311B06Rik
chr7	118597297	118675086	+	ENSMUSG00000030650	protein_coding	Tmc5
chr7	118688545	118688773	+	ENSMUSG00000109357	TEC	Gm45236
chr7	118688545	118705778	-	ENSMUSG00000033917	protein_coding	Gde1
chr7	118712552	118737024	+	ENSMUSG00000033904	protein_coding	Ccp110
chr7	118740226	118842966	+	ENSMUSG00000030982	protein_coding	9030624J02Rik
chr7	118740449	118741181	-	ENSMUSG00000108979	TEC	1700016B15Rik
chr7	118768017	118768593	+	ENSMUSG00000109303	sense_intronic	Gm44549
chr7	118785143	118787200	+	ENSMUSG00000109379	TEC	Gm44550
chr7	118832565	118832678	+	ENSMUSG00000077667	snoRNA	Gm26147
chr7	118842222	118856254	-	ENSMUSG00000030980	protein_coding	Knop1
chr7	118855752	118972652	+	ENSMUSG00000073856	protein_coding	Iqck
chr7	118967668	118969686	-	ENSMUSG00000109517	antisense	Gm44763
chr7	118972047	118995211	-	ENSMUSG00000008734	protein_coding	Gprc5b
chr7	119140747	119184603	-	ENSMUSG00000066197	protein_coding	Gpr139
chr7	119301257	119301707	-	ENSMUSG00000108921	processed_pseudogene	Gm4083
chr7	119306123	119306248	-	ENSMUSG00000077653	snoRNA	Gm23321
chr7	119442537	119459285	-	ENSMUSG00000030954	protein_coding	Gp2
chr7	119462711	119479282	-	ENSMUSG00000030963	protein_coding	Umod
chr7	119462821	119472478	+	ENSMUSG00000109254	antisense	Gm44588
chr7	119486587	119523489	-	ENSMUSG00000030968	protein_coding	Pdilt
chr7	119498677	119501279	+	ENSMUSG00000103258	TEC	Gm37518
chr7	119512000	119514302	-	ENSMUSG00000098014	sense_intronic	Gm26967
chr7	119519463	119545551	+	ENSMUSG00000030972	protein_coding	Acsm5
chr7	119554340	119600690	+	ENSMUSG00000030945	protein_coding	Acsm2
chr7	119600840	119604780	-	ENSMUSG00000109478	lincRNA	Gm45111
chr7	119607026	119662515	+	ENSMUSG00000033533	protein_coding	Acsm1
chr7	119607681	119643469	-	ENSMUSG00000109093	antisense	Gm19950
chr7	119626519	119631058	-	ENSMUSG00000108884	antisense	RP23-306P12.3
chr7	119690026	119714565	+	ENSMUSG00000047026	protein_coding	Acsm4
chr7	119715093	119720798	-	ENSMUSG00000030942	protein_coding	Thumpd1
chr7	119720811	119735760	-	ENSMUSG00000109233	lincRNA	Gm44866
chr7	119739926	119742226	+	ENSMUSG00000100153	transcribed_processed_pseudogene	Gm5601
chr7	119742856	119744110	-	ENSMUSG00000109404	processed_pseudogene	Gm19963
chr7	119752677	119752833	+	ENSMUSG00000108915	processed_pseudogene	Gm44966
chr7	119760923	119787513	+	ENSMUSG00000030935	protein_coding	Acsm3
chr7	119768679	119794058	-	ENSMUSG00000030929	protein_coding	Eri2
chr7	119794006	119848943	+	ENSMUSG00000030924	protein_coding	2610020H08Rik
chr7	119852796	119896298	-	ENSMUSG00000048787	protein_coding	Dcun1d3
chr7	119895861	119956963	+	ENSMUSG00000030922	protein_coding	Lyrm1
chr7	119922671	120095280	-	ENSMUSG00000052273	protein_coding	Dnah3
chr7	119969821	119969921	+	ENSMUSG00000088172	snRNA	Gm25217
chr7	120101611	120103205	-	ENSMUSG00000109445	TEC	4930560O18Rik
chr7	120102353	120120992	+	ENSMUSG00000030917	protein_coding	Tmem159
chr7	120126772	120145291	-	ENSMUSG00000030911	protein_coding	Zp2
chr7	120156115	120166000	+	ENSMUSG00000109414	lincRNA	Gm44569
chr7	120173858	120185586	+	ENSMUSG00000030909	protein_coding	Anks4b
chr7	120186380	120202111	-	ENSMUSG00000030905	protein_coding	Crym
chr7	120203961	120325352	+	ENSMUSG00000062017	protein_coding	Abca14
chr7	120328670	120407687	+	ENSMUSG00000054746	protein_coding	Abca15
chr7	120409647	120544813	+	ENSMUSG00000051900	protein_coding	Abca16
chr7	120504658	120513772	+	ENSMUSG00000109326	processed_pseudogene	Gm9165
chr7	120553156	120556999	+	ENSMUSG00000109578	transcribed_unprocessed_pseudogene	Gm16475
chr7	120593151	120629769	+	ENSMUSG00000109113	lincRNA	Gm32916
chr7	120597625	120598475	+	ENSMUSG00000044141	processed_pseudogene	E130201H02Rik
chr7	120624249	120624413	+	ENSMUSG00000108911	processed_pseudogene	Gm45113
chr7	120629762	120634886	-	ENSMUSG00000109304	TEC	Gm45112
chr7	120635176	120659524	+	ENSMUSG00000030884	protein_coding	Uqcrc2
chr7	120658731	120670343	-	ENSMUSG00000030887	protein_coding	Pdzd9
chr7	120670296	120675902	+	ENSMUSG00000108935	antisense	4930588G17Rik
chr7	120673436	120677570	-	ENSMUSG00000097343	processed_transcript	9030407P20Rik
chr7	120677618	120734854	+	ENSMUSG00000046096	protein_coding	BC030336
chr7	120736459	120739961	-	ENSMUSG00000108830	TEC	Gm44661
chr7	120739318	120805742	+	ENSMUSG00000030889	protein_coding	Vwa3a
chr7	120812365	120831193	+	ENSMUSG00000109392	protein_coding	Gm5737
chr7	120842831	120907450	+	ENSMUSG00000035064	protein_coding	Eef2k
chr7	120865509	120875298	-	ENSMUSG00000085118	antisense	Gm15774
chr7	120890705	120891013	+	ENSMUSG00000109337	TEC	Gm45047
chr7	120917744	120947432	+	ENSMUSG00000030880	protein_coding	Polr3e
chr7	120957036	120982312	-	ENSMUSG00000030878	protein_coding	Cdr2
chr7	120982509	121014787	+	ENSMUSG00000030877	protein_coding	Mfsd13b
chr7	121015142	121015633	-	ENSMUSG00000058050	processed_pseudogene	Gm9234
chr7	121024360	121024462	-	ENSMUSG00000088935	snRNA	Gm25924
chr7	121033252	121035096	-	ENSMUSG00000053358	TEC	Gm9905
chr7	121034445	121078329	+	ENSMUSG00000030876	protein_coding	Mettl9
chr7	121039138	121043552	+	ENSMUSG00000109206	TEC	Gm45137
chr7	121040344	121040480	-	ENSMUSG00000099280	snoRNA	Gm27991
chr7	121052345	121056321	+	ENSMUSG00000108954	TEC	Gm44901
chr7	121062852	121063959	-	ENSMUSG00000109036	TEC	2210406H18Rik
chr7	121064067	121074572	-	ENSMUSG00000035004	protein_coding	Igsf6
chr7	121081650	121163097	+	ENSMUSG00000034990	protein_coding	Otoa
chr7	121223253	121223994	-	ENSMUSG00000108502	processed_pseudogene	Gm9240
chr7	121257359	121295852	+	ENSMUSG00000108627	lincRNA	Gm45079
chr7	121258764	121259395	-	ENSMUSG00000108697	TEC	4930486N12Rik
chr7	121314810	121393101	-	ENSMUSG00000108351	antisense	Gm45077
chr7	121391859	121501770	+	ENSMUSG00000046321	protein_coding	Hs3st2
chr7	121468844	121609334	-	ENSMUSG00000108811	antisense	4933432K03Rik
chr7	121589903	121591591	+	ENSMUSG00000108409	lincRNA	1700025J12Rik
chr7	121642021	121707253	-	ENSMUSG00000063317	protein_coding	Usp31
chr7	121707075	121708013	+	ENSMUSG00000053081	antisense	1700069B07Rik
chr7	121734479	121768475	+	ENSMUSG00000000216	protein_coding	Scnn1g
chr7	121837452	121839065	-	ENSMUSG00000108410	TEC	Gm44740
chr7	121865038	121918514	+	ENSMUSG00000030873	protein_coding	Scnn1b
chr7	121879363	121981711	-	ENSMUSG00000034951	protein_coding	Cog7
chr7	121981761	121989116	+	ENSMUSG00000108511	antisense	Gm44987
chr7	121986722	122021222	-	ENSMUSG00000030872	protein_coding	Gga2
chr7	122037213	122067263	-	ENSMUSG00000030871	protein_coding	Ears2
chr7	122067175	122082194	+	ENSMUSG00000030870	protein_coding	Ubfd1
chr7	122085403	122101886	-	ENSMUSG00000030869	protein_coding	Ndufab1
chr7	122096083	122098911	+	ENSMUSG00000108573	TEC	Gm44986
chr7	122107262	122132985	-	ENSMUSG00000044702	protein_coding	Palb2
chr7	122131092	122131505	+	ENSMUSG00000089631	processed_pseudogene	Gm16326
chr7	122133041	122149044	+	ENSMUSG00000030868	protein_coding	Dctn5
chr7	122139008	122159401	-	ENSMUSG00000086942	antisense	Gm15489
chr7	122159439	122169873	+	ENSMUSG00000030867	protein_coding	Plk1
chr7	122167029	122168044	-	ENSMUSG00000108688	TEC	Gm44985
chr7	122169893	122186207	-	ENSMUSG00000030866	protein_coding	Ern2
chr7	122219496	122222824	+	ENSMUSG00000030865	protein_coding	Chp2
chr7	122249302	122250025	-	ENSMUSG00000108708	processed_pseudogene	Gm29977
chr7	122265094	122265200	+	ENSMUSG00000064532	snRNA	Gm23614
chr7	122288751	122634402	+	ENSMUSG00000052889	protein_coding	Prkcb
chr7	122313064	122318502	+	ENSMUSG00000108752	TEC	Gm45191
chr7	122362000	122363785	+	ENSMUSG00000108522	TEC	Gm44664
chr7	122402455	122405604	+	ENSMUSG00000108317	TEC	Gm44663
chr7	122442023	122442499	+	ENSMUSG00000084230	processed_pseudogene	Gm14388
chr7	122446858	122447126	+	ENSMUSG00000088299	misc_RNA	Gm26414
chr7	122463438	122466160	+	ENSMUSG00000108455	TEC	Gm44745
chr7	122484180	122484420	-	ENSMUSG00000087520	processed_pseudogene	Gm14389
chr7	122590935	122592283	+	ENSMUSG00000108341	TEC	Gm44746
chr7	122670492	122769393	+	ENSMUSG00000066189	protein_coding	Cacng3
chr7	122700291	122701918	-	ENSMUSG00000108718	TEC	Gm44749
chr7	122837963	122838289	+	ENSMUSG00000108529	processed_pseudogene	Gm29759
chr7	122965686	123002557	+	ENSMUSG00000030779	protein_coding	Rbbp6
chr7	122969058	122970050	-	ENSMUSG00000108452	TEC	4930413G21Rik
chr7	122995348	122995931	+	ENSMUSG00000108551	sense_intronic	Gm20274
chr7	123010112	123010622	+	ENSMUSG00000108396	processed_pseudogene	Gm6905
chr7	123031374	123169678	+	ENSMUSG00000110230	lincRNA	RP23-243D10.3
chr7	123031415	123068305	+	ENSMUSG00000109814	lincRNA	RP23-478L20.2
chr7	123123885	123195296	+	ENSMUSG00000052707	protein_coding	Tnrc6a
chr7	123214780	123273253	+	ENSMUSG00000030769	protein_coding	Slc5a11
chr7	123279218	123369915	-	ENSMUSG00000030766	protein_coding	Arhgap17
chr7	123369784	123430358	+	ENSMUSG00000030763	protein_coding	Lcmt1
chr7	123382669	123382771	-	ENSMUSG00000088449	snRNA	Gm23559
chr7	123462291	123468004	+	ENSMUSG00000030762	protein_coding	Aqp8
chr7	123475384	123500449	-	ENSMUSG00000030757	protein_coding	Zkscan2
chr7	123942104	123942209	-	ENSMUSG00000084484	snRNA	Gm23788
chr7	123958955	123968767	-	ENSMUSG00000098160	processed_transcript	Gm26974
chr7	123971046	123983454	-	ENSMUSG00000098129	antisense	Gm27040
chr7	123982869	124398989	+	ENSMUSG00000078591	protein_coding	Hs3st4
chr7	124146281	124146409	+	ENSMUSG00000077176	snoRNA	Gm25759
chr7	124186718	124290270	+	ENSMUSG00000085899	sense_intronic	Gm15338
chr7	124476541	124494301	-	ENSMUSG00000085892	lincRNA	Gm15339
chr7	124492906	124493048	+	ENSMUSG00000087781	snoRNA	Gm23168
chr7	124625670	124708935	-	ENSMUSG00000086254	lincRNA	3100003L05Rik
chr7	124907609	124914418	+	ENSMUSG00000108623	lincRNA	Gm45092
chr7	125067029	125069491	-	ENSMUSG00000108407	TEC	Gm45093
chr7	125075351	125076007	+	ENSMUSG00000108799	processed_pseudogene	Glud-ps
chr7	125219449	125219886	-	ENSMUSG00000073844	processed_pseudogene	Gm21957
chr7	125284025	125349788	-	ENSMUSG00000045928	lincRNA	4933440M02Rik
chr7	125318359	125319518	+	ENSMUSG00000104236	TEC	4930533L02Rik
chr7	125368861	125371013	+	ENSMUSG00000090457	lincRNA	4930571K23Rik
chr7	125416994	125418114	-	ENSMUSG00000108814	lincRNA	Gm44766
chr7	125444676	125462269	+	ENSMUSG00000030752	protein_coding	Kdm8
chr7	125467640	125491596	-	ENSMUSG00000030750	protein_coding	Nsmce1
chr7	125547269	125548602	+	ENSMUSG00000108615	processed_pseudogene	Gm4973
chr7	125552120	125579474	+	ENSMUSG00000030748	protein_coding	Il4ra
chr7	125570776	125572117	-	ENSMUSG00000108524	antisense	Gm44876
chr7	125603429	125633570	+	ENSMUSG00000030745	protein_coding	Il21r
chr7	125640954	125707780	-	ENSMUSG00000032777	protein_coding	Gtf3c1
chr7	125707888	125874793	+	ENSMUSG00000032743	protein_coding	D430042O09Rik
chr7	125878420	126082411	-	ENSMUSG00000046182	protein_coding	Gsg1l
chr7	126062906	126064447	-	ENSMUSG00000108376	TEC	Gm44874
chr7	126101715	126200501	-	ENSMUSG00000000131	protein_coding	Xpo6
chr7	126164033	126168403	+	ENSMUSG00000090559	transcribed_processed_pseudogene	Gm17137
chr7	126176124	126176534	+	ENSMUSG00000057945	processed_pseudogene	Gm17136
chr7	126224247	126248238	-	ENSMUSG00000108676	lincRNA	Gm44875
chr7	126242380	126242627	-	ENSMUSG00000108309	processed_pseudogene	Gm44703
chr7	126272619	126295016	+	ENSMUSG00000042978	protein_coding	Sbk1
chr7	126299434	126299916	-	ENSMUSG00000066180	processed_pseudogene	Gm10155
chr7	126348372	126351619	-	ENSMUSG00000108417	lincRNA	Gm45142
chr7	126363824	126369570	-	ENSMUSG00000030742	protein_coding	Lat
chr7	126367971	126368045	-	ENSMUSG00000099017	miRNA	Mir7058
chr7	126370060	126377450	-	ENSMUSG00000030741	protein_coding	Spns1
chr7	126382854	126396737	-	ENSMUSG00000030722	protein_coding	Nfatc2ip
chr7	126395858	126397745	+	ENSMUSG00000108420	TEC	Gm45141
chr7	126408450	126414889	-	ENSMUSG00000030724	protein_coding	Cd19
chr7	126428759	126449245	+	ENSMUSG00000030727	protein_coding	Rabep2
chr7	126445858	126463108	-	ENSMUSG00000030730	protein_coding	Atp2a1
chr7	126466994	126475424	-	ENSMUSG00000030733	protein_coding	Sh2b1
chr7	126487361	126490731	+	ENSMUSG00000073838	protein_coding	Tufm
chr7	126491708	126503437	-	ENSMUSG00000032637	protein_coding	Atxn2l
chr7	126546455	126566411	-	ENSMUSG00000030738	protein_coding	Eif3c
chr7	126563874	126563980	-	ENSMUSG00000084453	snRNA	Gm24596
chr7	126567044	126567149	-	ENSMUSG00000065341	snRNA	Gm25579
chr7	126571207	126585817	-	ENSMUSG00000030720	protein_coding	Cln3
chr7	126579474	126579532	-	ENSMUSG00000098540	miRNA	Mir7059
chr7	126584942	126589112	+	ENSMUSG00000042759	protein_coding	Apobr
chr7	126589010	126594941	-	ENSMUSG00000044701	protein_coding	Il27
chr7	126623249	126630861	-	ENSMUSG00000030717	protein_coding	Nupr1
chr7	126648543	126649594	-	ENSMUSG00000066175	antisense	2510046G10Rik
chr7	126649309	126672925	+	ENSMUSG00000030714	protein_coding	Sgf29
chr7	126672865	126676432	-	ENSMUSG00000030711	protein_coding	Sult1a1
chr7	126687459	126690034	-	ENSMUSG00000082922	transcribed_unprocessed_pseudogene	Gm6939
chr7	126689468	126695784	-	ENSMUSG00000059772	protein_coding	Slx1b
chr7	126695401	126699798	+	ENSMUSG00000047721	protein_coding	Bola2
chr7	126699773	126707787	-	ENSMUSG00000030707	protein_coding	Coro1a
chr7	126723936	126724409	+	ENSMUSG00000108357	processed_pseudogene	Snrp1c-ps1
chr7	126740629	126742181	+	ENSMUSG00000108382	lincRNA	4930448A20Rik
chr7	126742682	126742910	+	ENSMUSG00000108554	processed_pseudogene	Gm44824
chr7	126749555	126749916	+	ENSMUSG00000108649	processed_pseudogene	Gm44855
chr7	126759601	126765819	+	ENSMUSG00000063065	protein_coding	Mapk3
chr7	126766334	126775649	+	ENSMUSG00000030703	protein_coding	Gdpd3
chr7	126768082	126776818	-	ENSMUSG00000055323	processed_transcript	Gm9967
chr7	126776955	126780514	+	ENSMUSG00000042675	protein_coding	Ypel3
chr7	126781483	126785560	+	ENSMUSG00000030699	protein_coding	Tbx6
chr7	126785866	126792496	-	ENSMUSG00000030697	protein_coding	Ppp4c
chr7	126795234	126809108	-	ENSMUSG00000030695	protein_coding	Aldoa
chr7	126797668	126830219	+	ENSMUSG00000058966	protein_coding	Fam57b
chr7	126806257	126806560	+	ENSMUSG00000108423	processed_pseudogene	Gm44856
chr7	126830468	126831639	-	ENSMUSG00000045989	protein_coding	4930451I11Rik
chr7	126837212	126846388	+	ENSMUSG00000108583	lincRNA	Gm44854
chr7	126847416	126852705	+	ENSMUSG00000052301	protein_coding	Doc2a
chr7	126850960	126862377	-	ENSMUSG00000030689	protein_coding	Ino80e
chr7	126861972	126865377	+	ENSMUSG00000042606	protein_coding	Hirip3
chr7	126865678	126884703	-	ENSMUSG00000059981	protein_coding	Taok2
chr7	126886171	126922917	-	ENSMUSG00000060538	protein_coding	Tmem219
chr7	126891622	126897236	+	ENSMUSG00000093768	processed_transcript	Gm20650
chr7	126915720	126915826	-	ENSMUSG00000064734	snRNA	Gm23445
chr7	126928879	126945631	+	ENSMUSG00000030685	protein_coding	Kctd13
chr7	126938886	126940637	+	ENSMUSG00000108543	TEC	Gm44735
chr7	126942144	126952873	+	ENSMUSG00000095334	processed_transcript	Gm21984
chr7	126945567	126949582	-	ENSMUSG00000046378	protein_coding	Asphd1
chr7	126950563	126970606	+	ENSMUSG00000030683	protein_coding	Sez6l2
chr7	126971722	126976098	-	ENSMUSG00000097075	protein_coding	D830044I16Rik
chr7	126975914	126980501	+	ENSMUSG00000030682	protein_coding	Cdipt
chr7	126986860	127014621	-	ENSMUSG00000030681	protein_coding	Mvp
chr7	127001480	127016484	-	ENSMUSG00000092534	protein_coding	Pagr1b
chr7	127015033	127017352	-	ENSMUSG00000030680	protein_coding	Pagr1a
chr7	127015051	127021097	-	ENSMUSG00000107068	protein_coding	Gm42742
chr7	127017531	127021211	-	ENSMUSG00000045114	protein_coding	Prrt2
chr7	127022130	127027037	-	ENSMUSG00000030678	protein_coding	Maz
chr7	127027729	127042471	-	ENSMUSG00000030677	protein_coding	Kif22
chr7	127031468	127035291	+	ENSMUSG00000108617	antisense	Gm31749
chr7	127046112	127046357	+	ENSMUSG00000088660	misc_RNA	Gm25333
chr7	127047163	127047252	-	ENSMUSG00000106521	miRNA	Gm44343
chr7	127050156	127087328	-	ENSMUSG00000049350	protein_coding	Zg16
chr7	127068456	127071039	+	ENSMUSG00000108327	lincRNA	Gm44939
chr7	127079481	127079587	+	ENSMUSG00000064429	snRNA	Gm22747
chr7	127091359	127093986	+	ENSMUSG00000045165	protein_coding	AI467606
chr7	127107114	127122226	-	ENSMUSG00000030674	protein_coding	Qprt
chr7	127132232	127137823	-	ENSMUSG00000051457	protein_coding	Spn
chr7	127155069	127156006	+	ENSMUSG00000108362	processed_pseudogene	Gm18561
chr7	127171959	127173205	-	ENSMUSG00000108717	TEC	Gm44940
chr7	127191027	127191241	+	ENSMUSG00000092905	misc_RNA	Gm25735
chr7	127191660	127196050	-	ENSMUSG00000042502	protein_coding	Cd2bp2
chr7	127197459	127208468	-	ENSMUSG00000042492	protein_coding	Tbc1d10b
chr7	127208890	127214298	+	ENSMUSG00000030672	protein_coding	Mylpf
chr7	127214447	127233130	-	ENSMUSG00000000486	protein_coding	Sept1
chr7	127233061	127238179	+	ENSMUSG00000045598	protein_coding	Zfp553
chr7	127244274	127254803	+	ENSMUSG00000054716	protein_coding	Zfp771
chr7	127256959	127260709	-	ENSMUSG00000042462	protein_coding	Dctpp1
chr7	127271879	127274055	-	ENSMUSG00000049091	protein_coding	Sephs2
chr7	127273264	127275315	+	ENSMUSG00000108806	TEC	Gm44729
chr7	127286044	127286385	-	ENSMUSG00000090460	processed_pseudogene	Gm17511
chr7	127287729	127290619	+	ENSMUSG00000108760	lincRNA	Gm44728
chr7	127296260	127335138	+	ENSMUSG00000030830	protein_coding	Itgal
chr7	127342795	127345589	-	ENSMUSG00000047371	protein_coding	Zfp768
chr7	127372537	127376050	-	ENSMUSG00000054381	protein_coding	Zfp747
chr7	127382260	127387166	-	ENSMUSG00000030823	protein_coding	9130019O22Rik
chr7	127389673	127393629	-	ENSMUSG00000078580	protein_coding	E430018J23Rik
chr7	127397978	127398265	+	ENSMUSG00000074184	processed_pseudogene	Smt3h2-ps2
chr7	127403668	127406822	-	ENSMUSG00000045757	protein_coding	Zfp764
chr7	127410820	127410991	-	ENSMUSG00000108663	processed_pseudogene	Gm33080
chr7	127418967	127422068	-	ENSMUSG00000045251	protein_coding	Zfp688
chr7	127434422	127439392	+	ENSMUSG00000108483	lincRNA	Gm45184
chr7	127442136	127449158	-	ENSMUSG00000048921	protein_coding	Zfp689
chr7	127448636	127460360	+	ENSMUSG00000086502	processed_transcript	B130055M24Rik
chr7	127455469	127456870	+	ENSMUSG00000108465	TEC	Gm45110
chr7	127459611	127476759	+	ENSMUSG00000030822	protein_coding	Prr14
chr7	127479199	127491711	+	ENSMUSG00000042423	protein_coding	Fbrs
chr7	127489251	127489387	+	ENSMUSG00000098267	miRNA	Mir7060
chr7	127490842	127490932	+	ENSMUSG00000105918	miRNA	AC136146.1
