mm_xp_gene	xp_gene	mm_gene
mm_xp_gene_4891	baiap3	ENSMUSG00000047507
mm_xp_gene_4892	bambi	ENSMUSG00000024232
mm_xp_gene_4893	banp	ENSMUSG00000025316
mm_xp_gene_4894	bap1	ENSMUSG00000021901
mm_xp_gene_4895	bard1	ENSMUSG00000026196
mm_xp_gene_4896	barhl1	ENSMUSG00000026805
mm_xp_gene_4897	barhl2	ENSMUSG00000034384
mm_xp_gene_4898	barx1	ENSMUSG00000021381
mm_xp_gene_4899	barx2	ENSMUSG00000032033
mm_xp_gene_4900	basp1	ENSMUSG00000045763
mm_xp_gene_4901	batf-like	ENSMUSG00000034266
mm_xp_gene_4902	batf3	ENSMUSG00000026630
mm_xp_gene_4903	baz1a	ENSMUSG00000035021
mm_xp_gene_4904	baz1b	ENSMUSG00000002748
mm_xp_gene_4905	baz2a	ENSMUSG00000040054
mm_xp_gene_4906	baz2b	ENSMUSG00000026987
mm_xp_gene_4907	bbox1	ENSMUSG00000041660
mm_xp_gene_4908	bbs1	ENSMUSG00000006464
mm_xp_gene_4909	bbs12-like	ENSMUSG00000051444
mm_xp_gene_4910	bbs2	ENSMUSG00000031755
mm_xp_gene_4911	bbs4	ENSMUSG00000025235
mm_xp_gene_4912	bbs5	ENSMUSG00000063145
mm_xp_gene_4913	bbs7	ENSMUSG00000037325
mm_xp_gene_4914	bbs9	ENSMUSG00000035919
mm_xp_gene_4915	bcam	ENSMUSG00000002980
mm_xp_gene_4916	bcap29	ENSMUSG00000020650
mm_xp_gene_4917	bcar1	ENSMUSG00000031955
mm_xp_gene_4918	bcar3	ENSMUSG00000028121
mm_xp_gene_4919	bcas1	ENSMUSG00000013523
mm_xp_gene_4920	bccip	ENSMUSG00000030983
mm_xp_gene_4921	bcdin3d	ENSMUSG00000037525
mm_xp_gene_4922	bckdha	ENSMUSG00000060376
mm_xp_gene_4923	bckdhb	ENSMUSG00000032263
mm_xp_gene_4924	bckdk-like	ENSMUSG00000030802
mm_xp_gene_4925	bcl11a	ENSMUSG00000000861
mm_xp_gene_4926	bcl2	ENSMUSG00000057329
mm_xp_gene_4927	bcl2l10	ENSMUSG00000032191
mm_xp_gene_4928	bcl2l11	ENSMUSG00000027381
mm_xp_gene_4929	bcl2l2	ENSMUSG00000089682
mm_xp_gene_4930	bcl6	ENSMUSG00000022508
mm_xp_gene_4931	bcl7a	ENSMUSG00000029438
mm_xp_gene_4932	bcl7b	ENSMUSG00000029681
mm_xp_gene_4933	bcl9	ENSMUSG00000038256
mm_xp_gene_4934	bcl9l	ENSMUSG00000063382
mm_xp_gene_4935	bclaf1	ENSMUSG00000037608
mm_xp_gene_4936	bcmo1	ENSMUSG00000031845
mm_xp_gene_4937	bcr	ENSMUSG00000009681
mm_xp_gene_4938	bcs1l	ENSMUSG00000026172
mm_xp_gene_4939	bdh1	ENSMUSG00000046598
mm_xp_gene_4940	bdh2-like	ENSMUSG00000028167
mm_xp_gene_4941	bdkrb2	ENSMUSG00000021070
mm_xp_gene_4942	bean1-like	ENSMUSG00000031872
mm_xp_gene_4943	begain	ENSMUSG00000040867
mm_xp_gene_4944	bend3	ENSMUSG00000038214
mm_xp_gene_4945	bend4-like	ENSMUSG00000092060
mm_xp_gene_4946	bend5-like	ENSMUSG00000028545
mm_xp_gene_4947	best1	ENSMUSG00000037418
mm_xp_gene_4948	best3	ENSMUSG00000020169
mm_xp_gene_4949	bet1l-like	ENSMUSG00000110136
mm_xp_gene_4950	bet1l-like	ENSMUSG00000025484
mm_xp_gene_4951	bfar	ENSMUSG00000022684
mm_xp_gene_4952	bfsp1	ENSMUSG00000027420
mm_xp_gene_4953	bfsp2	ENSMUSG00000032556
mm_xp_gene_4954	bglap	ENSMUSG00000074486
mm_xp_gene_4955	bglap	ENSMUSG00000074483
mm_xp_gene_4956	bglap	ENSMUSG00000074489
mm_xp_gene_4957	bglap2	ENSMUSG00000074486
mm_xp_gene_4958	bglap2	ENSMUSG00000074483
mm_xp_gene_4959	bglap2	ENSMUSG00000074489
mm_xp_gene_4960	bhlha15	ENSMUSG00000052271
mm_xp_gene_4961	bhlha9	ENSMUSG00000044243
mm_xp_gene_4962	bhlhe22	ENSMUSG00000025128
mm_xp_gene_4963	bhlhe41	ENSMUSG00000030256
mm_xp_gene_4964	bhmt	ENSMUSG00000069324
mm_xp_gene_4965	bhmt	ENSMUSG00000074768
mm_xp_gene_4966	bicd1	ENSMUSG00000003452
mm_xp_gene_4967	bicd2	ENSMUSG00000037933
mm_xp_gene_4968	bicd2-like.1	ENSMUSG00000037933
mm_xp_gene_4969	bin2	ENSMUSG00000098112
mm_xp_gene_4970	bin3	ENSMUSG00000022089
mm_xp_gene_4971	birc2	ENSMUSG00000057367
mm_xp_gene_4972	birc6-like.1	ENSMUSG00000019961
mm_xp_gene_4973	birc6-like.2	ENSMUSG00000024073
mm_xp_gene_4974	birc7	ENSMUSG00000038840
mm_xp_gene_4975	bivm	ENSMUSG00000041684
mm_xp_gene_4976	bivm	ENSMUSG00000026048
mm_xp_gene_4977	blk	ENSMUSG00000014453
mm_xp_gene_4978	blm	ENSMUSG00000030528
mm_xp_gene_4979	blmh	ENSMUSG00000020840
mm_xp_gene_4980	blnk	ENSMUSG00000061132
mm_xp_gene_4981	bloc1s1	ENSMUSG00000090247
mm_xp_gene_4982	bloc1s2	ENSMUSG00000057506
mm_xp_gene_4983	bloc1s3	ENSMUSG00000057667
mm_xp_gene_4984	bloc1s5	ENSMUSG00000038982
mm_xp_gene_4985	blvra	ENSMUSG00000001999
mm_xp_gene_4986	blvrb	ENSMUSG00000040466
mm_xp_gene_4987	blzf1	ENSMUSG00000026577
mm_xp_gene_4988	bmf	ENSMUSG00000040093
mm_xp_gene_4989	bmp1	ENSMUSG00000022098
mm_xp_gene_4990	bmp10	ENSMUSG00000030046
mm_xp_gene_4991	bmp2k	ENSMUSG00000034663
mm_xp_gene_4992	bmp3	ENSMUSG00000029335
mm_xp_gene_4993	bmp5	ENSMUSG00000032179
mm_xp_gene_4994	bmp6	ENSMUSG00000039004
mm_xp_gene_4995	bmp7.2	ENSMUSG00000008999
mm_xp_gene_4996	bmper	ENSMUSG00000031963
mm_xp_gene_4997	bmpr1b	ENSMUSG00000052430
mm_xp_gene_4998	bms1	ENSMUSG00000030138
mm_xp_gene_4999	bnc1	ENSMUSG00000025105
mm_xp_gene_5000	bnc2	ENSMUSG00000028487
mm_xp_gene_5001	bnip1	ENSMUSG00000024191
mm_xp_gene_5002	bnip2	ENSMUSG00000011958
mm_xp_gene_5003	bnip3	ENSMUSG00000078566
mm_xp_gene_5004	bnip3l	ENSMUSG00000022051
mm_xp_gene_5005	bnipl	ENSMUSG00000028115
mm_xp_gene_5006	boc	ENSMUSG00000022687
mm_xp_gene_5007	bod1	ENSMUSG00000044502
mm_xp_gene_5008	bod1l1	ENSMUSG00000061755
mm_xp_gene_5009	bok	ENSMUSG00000026278
mm_xp_gene_5010	bola2	ENSMUSG00000047721
mm_xp_gene_5011	bola3	ENSMUSG00000045160
mm_xp_gene_5012	bop1	ENSMUSG00000022557
mm_xp_gene_5013	bora-like	ENSMUSG00000022070
mm_xp_gene_5014	bpgm	ENSMUSG00000038871
mm_xp_gene_5015	bphl	ENSMUSG00000038286
mm_xp_gene_5016	bpnt1	ENSMUSG00000026617
mm_xp_gene_5017	bptf	ENSMUSG00000040481
mm_xp_gene_5018	brap	ENSMUSG00000029458
mm_xp_gene_5019	brat1	ENSMUSG00000000148
mm_xp_gene_5020	brca2	ENSMUSG00000041147
mm_xp_gene_5021	brd1	ENSMUSG00000022387
mm_xp_gene_5022	brd2	ENSMUSG00000024335
mm_xp_gene_5023	brd3	ENSMUSG00000026918
mm_xp_gene_5024	brd7	ENSMUSG00000031660
mm_xp_gene_5025	brd9	ENSMUSG00000057649
mm_xp_gene_5026	brdt	ENSMUSG00000029279
mm_xp_gene_5027	bre	ENSMUSG00000052139
mm_xp_gene_5028	brf1	ENSMUSG00000011158
mm_xp_gene_5029	brf2	ENSMUSG00000031487
mm_xp_gene_5030	bri3	ENSMUSG00000047843
mm_xp_gene_5031	bricd5-like	ENSMUSG00000045744
mm_xp_gene_5032	brip1	ENSMUSG00000034329
mm_xp_gene_5033	brix1	ENSMUSG00000022247
mm_xp_gene_5034	brms1	ENSMUSG00000012076
mm_xp_gene_5035	brms1l	ENSMUSG00000012076
mm_xp_gene_5036	brox	ENSMUSG00000046836
mm_xp_gene_5037	brpf1	ENSMUSG00000001632
mm_xp_gene_5038	brsk1-like	ENSMUSG00000053046
mm_xp_gene_5039	brsk2-like	ENSMUSG00000053046
mm_xp_gene_5040	brwd1	ENSMUSG00000022914
mm_xp_gene_5041	bsdc1	ENSMUSG00000040859
mm_xp_gene_5042	bsg	ENSMUSG00000023175
mm_xp_gene_5043	bsn	ENSMUSG00000032589
mm_xp_gene_5044	bsnd	ENSMUSG00000025418
mm_xp_gene_5045	bspry-like	ENSMUSG00000028392
mm_xp_gene_5046	bst1	ENSMUSG00000029082
mm_xp_gene_5047	bsx	ENSMUSG00000054360
mm_xp_gene_5048	btaf1-like.1	ENSMUSG00000040565
mm_xp_gene_5049	btaf1-like.2	ENSMUSG00000040565
mm_xp_gene_5050	btbd1	ENSMUSG00000025103
mm_xp_gene_5051	btbd10-like	ENSMUSG00000038187
mm_xp_gene_5052	btbd11-like	ENSMUSG00000020042
mm_xp_gene_5053	btbd17	ENSMUSG00000000202
mm_xp_gene_5054	btbd19-like	ENSMUSG00000073771
mm_xp_gene_5055	btbd2	ENSMUSG00000003344
mm_xp_gene_5056	btbd3	ENSMUSG00000062098
mm_xp_gene_5057	btbd6	ENSMUSG00000002803
mm_xp_gene_5058	btbd7	ENSMUSG00000041702
mm_xp_gene_5059	btbd9	ENSMUSG00000062202
mm_xp_gene_5060	btd	ENSMUSG00000021900
mm_xp_gene_5061	btf3	ENSMUSG00000021660
mm_xp_gene_5062	btf3l4	ENSMUSG00000028568
mm_xp_gene_5063	btg1	ENSMUSG00000036478
mm_xp_gene_5064	btg2	ENSMUSG00000020423
mm_xp_gene_5065	btg3	ENSMUSG00000022863
mm_xp_gene_5066	btg4	ENSMUSG00000032056
mm_xp_gene_5067	btn2a2	ENSMUSG00000024340
mm_xp_gene_5068	btrc	ENSMUSG00000025217
mm_xp_gene_5069	bub1	ENSMUSG00000027379
mm_xp_gene_5070	bub3	ENSMUSG00000066979
mm_xp_gene_5071	bud31	ENSMUSG00000038722
mm_xp_gene_5072	bves	ENSMUSG00000071317
mm_xp_gene_5073	bysl	ENSMUSG00000023988
mm_xp_gene_5074	bzrap1	ENSMUSG00000034156
mm_xp_gene_5075	bzw1	ENSMUSG00000051223
mm_xp_gene_5076	bzw2	ENSMUSG00000020547
mm_xp_gene_5077	c10orf118-like	ENSMUSG00000035173
mm_xp_gene_5078	c10orf32	ENSMUSG00000062376
mm_xp_gene_5079	c10orf35	ENSMUSG00000020083
mm_xp_gene_5080	c11orf30-like	ENSMUSG00000035401
mm_xp_gene_5081	c11orf73	ENSMUSG00000062797
mm_xp_gene_5082	c12orf5	ENSMUSG00000038028
mm_xp_gene_5083	c14orf166	ENSMUSG00000021807
mm_xp_gene_5084	c14orf79	ENSMUSG00000037594
mm_xp_gene_5085	c15orf26	ENSMUSG00000011154
mm_xp_gene_5086	c17orf103	ENSMUSG00000018931
mm_xp_gene_5087	c17orf85	ENSMUSG00000020783
mm_xp_gene_5088	c19orf10	ENSMUSG00000019579
mm_xp_gene_5089	c19orf40	ENSMUSG00000030493
mm_xp_gene_5090	c19orf43	ENSMUSG00000041203
mm_xp_gene_5091	c19orf60-like	ENSMUSG00000058833
mm_xp_gene_5092	c1d	ENSMUSG00000000581
mm_xp_gene_5093	c1galt1	ENSMUSG00000042460
mm_xp_gene_5094	c1orf27-like	ENSMUSG00000006010
mm_xp_gene_5095	c1ql3	ENSMUSG00000049630
mm_xp_gene_5096	c1ql4	ENSMUSG00000001076
mm_xp_gene_5097	c1qtnf1	ENSMUSG00000017446
mm_xp_gene_5098	c1qtnf3	ENSMUSG00000058914
mm_xp_gene_5099	c1qtnf4	ENSMUSG00000040794
mm_xp_gene_5100	c1qtnf5	ENSMUSG00000079592
mm_xp_gene_5101	c1qtnf7	ENSMUSG00000061535
mm_xp_gene_5102	c2	ENSMUSG00000024371
mm_xp_gene_5103	c2cd2	ENSMUSG00000045975
mm_xp_gene_5104	c2cd3	ENSMUSG00000047248
mm_xp_gene_5105	c2cd4c	ENSMUSG00000045912
mm_xp_gene_5106	c2cd5	ENSMUSG00000030279
mm_xp_gene_5107	c2orf44	ENSMUSG00000051721
mm_xp_gene_5108	c3	ENSMUSG00000024164
mm_xp_gene_5109	c3orf17	ENSMUSG00000036208
mm_xp_gene_5110	c3orf21	ENSMUSG00000047434
mm_xp_gene_5111	c4orf29	ENSMUSG00000037818
mm_xp_gene_5112	c4orf32	ENSMUSG00000050549
mm_xp_gene_5113	c5ar1	ENSMUSG00000049130
mm_xp_gene_5114	c5orf48	ENSMUSG00000032900
mm_xp_gene_5115	c6orf211	ENSMUSG00000061759
mm_xp_gene_5116	c7	ENSMUSG00000079105
mm_xp_gene_5117	c7orf55	ENSMUSG00000019689
mm_xp_gene_5118	c7orf60	ENSMUSG00000042742
mm_xp_gene_5119	c8a	ENSMUSG00000035031
mm_xp_gene_5120	c8b	ENSMUSG00000029656
mm_xp_gene_5121	c9orf114	ENSMUSG00000039660
mm_xp_gene_5122	c9orf117	ENSMUSG00000038987
mm_xp_gene_5123	c9orf142	ENSMUSG00000047617
mm_xp_gene_5124	c9orf156	ENSMUSG00000028331
mm_xp_gene_5125	c9orf41	ENSMUSG00000024726
mm_xp_gene_5126	c9orf89	ENSMUSG00000037960
mm_xp_gene_5127	ca10	ENSMUSG00000056158
mm_xp_gene_5128	ca12	ENSMUSG00000032373
mm_xp_gene_5129	ca13	ENSMUSG00000027555
mm_xp_gene_5130	ca14	ENSMUSG00000038526
mm_xp_gene_5131	ca2	ENSMUSG00000027562
mm_xp_gene_5132	ca3	ENSMUSG00000027559
mm_xp_gene_5133	ca4	ENSMUSG00000000805
mm_xp_gene_5134	ca6	ENSMUSG00000028972
mm_xp_gene_5135	ca8	ENSMUSG00000041261
mm_xp_gene_5136	caap1-like	ENSMUSG00000028578
mm_xp_gene_5137	cables1-like.1	ENSMUSG00000040957
mm_xp_gene_5138	cables1-like.2	ENSMUSG00000040957
mm_xp_gene_5139	cabp1	ENSMUSG00000029544
mm_xp_gene_5140	cabp7	ENSMUSG00000009075
mm_xp_gene_5141	cacfd1	ENSMUSG00000015488
mm_xp_gene_5142	cachd1	ENSMUSG00000028532
mm_xp_gene_5143	cacna1a-like	ENSMUSG00000034656
mm_xp_gene_5144	cacna1c-like	ENSMUSG00000051331
mm_xp_gene_5145	cacna1d	ENSMUSG00000015968
mm_xp_gene_5146	cacna1e	ENSMUSG00000004110
mm_xp_gene_5147	cacna1g-like	ENSMUSG00000020866
mm_xp_gene_5148	cacna1i	ENSMUSG00000022416
mm_xp_gene_5149	cacna2d1	ENSMUSG00000040118
mm_xp_gene_5150	cacna2d2	ENSMUSG00000010066
mm_xp_gene_5151	cacnb1	ENSMUSG00000020882
mm_xp_gene_5152	cacnb2-like	ENSMUSG00000057914
mm_xp_gene_5153	cacnb3	ENSMUSG00000003352
mm_xp_gene_5154	cacnb4	ENSMUSG00000017412
mm_xp_gene_5155	cacng1	ENSMUSG00000020722
mm_xp_gene_5156	cacng2	ENSMUSG00000019146
mm_xp_gene_5157	cacng3	ENSMUSG00000066189
mm_xp_gene_5158	cacng6	ENSMUSG00000078815
mm_xp_gene_5159	cacng7	ENSMUSG00000069806
mm_xp_gene_5160	cacng8	ENSMUSG00000053395
mm_xp_gene_5161	cactin	ENSMUSG00000034889
mm_xp_gene_5162	cacul1	ENSMUSG00000033417
mm_xp_gene_5163	cacybp	ENSMUSG00000014226
mm_xp_gene_5164	cadm1-like	ENSMUSG00000032076
mm_xp_gene_5165	cadm2	ENSMUSG00000064115
mm_xp_gene_5166	cadps2-like	ENSMUSG00000017978
mm_xp_gene_5167	calb1	ENSMUSG00000028222
mm_xp_gene_5168	calcoco2	ENSMUSG00000006056
mm_xp_gene_5169	calcr	ENSMUSG00000059588
mm_xp_gene_5170	calcrl	ENSMUSG00000059588
mm_xp_gene_5171	calhm1	ENSMUSG00000079258
mm_xp_gene_5172	calhm3	ENSMUSG00000094219
mm_xp_gene_5173	calml4	ENSMUSG00000032246
mm_xp_gene_5174	caln1	ENSMUSG00000060371
mm_xp_gene_5175	calr	ENSMUSG00000003814
mm_xp_gene_5176	calu	ENSMUSG00000029767
mm_xp_gene_5177	camk2a	ENSMUSG00000024617
mm_xp_gene_5178	camk2b	ENSMUSG00000057897
mm_xp_gene_5179	camk2g	ENSMUSG00000021820
mm_xp_gene_5180	camk2n2	ENSMUSG00000051146
mm_xp_gene_5181	camk4	ENSMUSG00000038128
mm_xp_gene_5182	camkk1-like.1	ENSMUSG00000020785
mm_xp_gene_5183	camkk1-like.2	ENSMUSG00000020785
mm_xp_gene_5184	camkmt	ENSMUSG00000071037
mm_xp_gene_5185	camkv	ENSMUSG00000032936
mm_xp_gene_5186	camlg-like	ENSMUSG00000021501
mm_xp_gene_5187	camta1	ENSMUSG00000014592
mm_xp_gene_5188	camta2-like.1	ENSMUSG00000040712
mm_xp_gene_5189	cand1	ENSMUSG00000020114
mm_xp_gene_5190	cant1	ENSMUSG00000025575
mm_xp_gene_5191	canx	ENSMUSG00000020368
mm_xp_gene_5192	cap2	ENSMUSG00000021373
mm_xp_gene_5193	capg	ENSMUSG00000056737
mm_xp_gene_5194	capn13	ENSMUSG00000043705
mm_xp_gene_5195	capn15	ENSMUSG00000037326
mm_xp_gene_5196	capn5	ENSMUSG00000035547
mm_xp_gene_5197	capn7	ENSMUSG00000021893
mm_xp_gene_5198	capn9	ENSMUSG00000031981
mm_xp_gene_5199	caps	ENSMUSG00000039676
mm_xp_gene_5200	caps2-like	ENSMUSG00000035694
mm_xp_gene_5201	capsl	ENSMUSG00000039676
mm_xp_gene_5202	capza1	ENSMUSG00000070372
mm_xp_gene_5203	capza2	ENSMUSG00000015733
mm_xp_gene_5204	capzb	ENSMUSG00000028745
mm_xp_gene_5205	card14	ENSMUSG00000013483
mm_xp_gene_5206	card9	ENSMUSG00000026928
mm_xp_gene_5207	carf	ENSMUSG00000026017
mm_xp_gene_5208	carhsp1	ENSMUSG00000008393
mm_xp_gene_5209	carkd-like	ENSMUSG00000031505
mm_xp_gene_5210	casc3	ENSMUSG00000078676
mm_xp_gene_5211	casc5	ENSMUSG00000027326
mm_xp_gene_5212	caskin1	ENSMUSG00000033597
mm_xp_gene_5213	caskin2-like	ENSMUSG00000034471
mm_xp_gene_5214	casp3	ENSMUSG00000031628
mm_xp_gene_5215	casp6	ENSMUSG00000027997
mm_xp_gene_5216	casq1	ENSMUSG00000007122
mm_xp_gene_5217	casz1	ENSMUSG00000028977
mm_xp_gene_5218	cbfa2t2	ENSMUSG00000038533
mm_xp_gene_5219	cbl	ENSMUSG00000034342
mm_xp_gene_5220	cblb	ENSMUSG00000022637
mm_xp_gene_5221	cbll1	ENSMUSG00000020659
mm_xp_gene_5222	cbln1	ENSMUSG00000031654
mm_xp_gene_5223	cbr4	ENSMUSG00000031641
mm_xp_gene_5224	cbs	ENSMUSG00000024039
mm_xp_gene_5225	cbx5-like	ENSMUSG00000009575
mm_xp_gene_5226	cbx6	ENSMUSG00000089715
mm_xp_gene_5227	cbx7	ENSMUSG00000053411
mm_xp_gene_5228	cbx8	ENSMUSG00000025578
mm_xp_gene_5229	cc2d1a	ENSMUSG00000036686
mm_xp_gene_5230	cc2d1b-like	ENSMUSG00000028582
mm_xp_gene_5231	cc2d2a	ENSMUSG00000039765
mm_xp_gene_5232	ccbe1	ENSMUSG00000046318
mm_xp_gene_5233	ccbl1	ENSMUSG00000039648
mm_xp_gene_5234	ccbl2	ENSMUSG00000040213
mm_xp_gene_5235	ccdc102a	ENSMUSG00000063605
mm_xp_gene_5236	ccdc103	ENSMUSG00000020930
mm_xp_gene_5237	ccdc104	ENSMUSG00000020462
mm_xp_gene_5238	ccdc106-like	ENSMUSG00000035228
mm_xp_gene_5239	ccdc108	ENSMUSG00000047021
mm_xp_gene_5240	ccdc109b	ENSMUSG00000027994
mm_xp_gene_5241	ccdc112-like	ENSMUSG00000071855
mm_xp_gene_5242	ccdc117-like	ENSMUSG00000020482
mm_xp_gene_5243	ccdc124	ENSMUSG00000007721
mm_xp_gene_5244	ccdc125	ENSMUSG00000048924
mm_xp_gene_5245	ccdc126	ENSMUSG00000050786
mm_xp_gene_5246	ccdc13-like	ENSMUSG00000079235
mm_xp_gene_5247	ccdc130	ENSMUSG00000004994
mm_xp_gene_5248	ccdc132-like	ENSMUSG00000001376
mm_xp_gene_5249	ccdc134	ENSMUSG00000068114
mm_xp_gene_5250	ccdc135	ENSMUSG00000031786
mm_xp_gene_5251	ccdc136	ENSMUSG00000029769
mm_xp_gene_5252	ccdc138	ENSMUSG00000038010
mm_xp_gene_5253	ccdc141	ENSMUSG00000044033
mm_xp_gene_5254	ccdc146	ENSMUSG00000064280
mm_xp_gene_5255	ccdc148-like	ENSMUSG00000036641
mm_xp_gene_5256	ccdc149-like	ENSMUSG00000045790
mm_xp_gene_5257	ccdc15	ENSMUSG00000034303
mm_xp_gene_5258	ccdc150	ENSMUSG00000025983
mm_xp_gene_5259	ccdc151-like	ENSMUSG00000039632
mm_xp_gene_5260	ccdc152-like	ENSMUSG00000091119
mm_xp_gene_5261	ccdc153-like	ENSMUSG00000070306
mm_xp_gene_5262	ccdc157	ENSMUSG00000051427
mm_xp_gene_5263	ccdc167	ENSMUSG00000024018
mm_xp_gene_5264	ccdc169	ENSMUSG00000048655
mm_xp_gene_5265	ccdc17	ENSMUSG00000034035
mm_xp_gene_5266	ccdc171	ENSMUSG00000052407
mm_xp_gene_5267	ccdc173	ENSMUSG00000070883
mm_xp_gene_5268	ccdc174	ENSMUSG00000034083
mm_xp_gene_5269	ccdc175	ENSMUSG00000021086
mm_xp_gene_5270	ccdc177	ENSMUSG00000062961
mm_xp_gene_5271	ccdc27	ENSMUSG00000039492
mm_xp_gene_5272	ccdc28a-like	ENSMUSG00000059554
mm_xp_gene_5273	ccdc28b	ENSMUSG00000028795
mm_xp_gene_5274	ccdc3-like.2	ENSMUSG00000026676
mm_xp_gene_5275	ccdc30	ENSMUSG00000028637
mm_xp_gene_5276	ccdc33	ENSMUSG00000037716
mm_xp_gene_5277	ccdc34-like	ENSMUSG00000027160
mm_xp_gene_5278	ccdc37	ENSMUSG00000048794
mm_xp_gene_5279	ccdc38	ENSMUSG00000036168
mm_xp_gene_5280	ccdc39	ENSMUSG00000027676
mm_xp_gene_5281	ccdc47	ENSMUSG00000078622
mm_xp_gene_5282	ccdc50	ENSMUSG00000038127
mm_xp_gene_5283	ccdc51	ENSMUSG00000025645
mm_xp_gene_5284	ccdc53	ENSMUSG00000020056
mm_xp_gene_5285	ccdc57	ENSMUSG00000048445
mm_xp_gene_5286	ccdc6	ENSMUSG00000048701
mm_xp_gene_5287	ccdc62	ENSMUSG00000061882
mm_xp_gene_5288	ccdc64	ENSMUSG00000041609
mm_xp_gene_5289	ccdc64b	ENSMUSG00000043782
mm_xp_gene_5290	ccdc65	ENSMUSG00000003354
mm_xp_gene_5291	ccdc67	ENSMUSG00000039977
mm_xp_gene_5292	ccdc68	ENSMUSG00000038903
mm_xp_gene_5293	ccdc69	ENSMUSG00000049588
mm_xp_gene_5294	ccdc71	ENSMUSG00000049305
mm_xp_gene_5295	ccdc71l	ENSMUSG00000090946
mm_xp_gene_5296	ccdc73	ENSMUSG00000045106
mm_xp_gene_5297	ccdc78	ENSMUSG00000071202
mm_xp_gene_5298	ccdc79	ENSMUSG00000052616
mm_xp_gene_5299	ccdc81	ENSMUSG00000039391
mm_xp_gene_5300	ccdc85a	ENSMUSG00000032878
mm_xp_gene_5301	ccdc85b	ENSMUSG00000095098
mm_xp_gene_5302	ccdc85c	ENSMUSG00000084883
mm_xp_gene_5303	ccdc88a-like	ENSMUSG00000032740
mm_xp_gene_5304	ccdc88c	ENSMUSG00000021182
mm_xp_gene_5305	ccdc9	ENSMUSG00000041375
mm_xp_gene_5306	ccdc90b	ENSMUSG00000030613
mm_xp_gene_5307	ccdc92	ENSMUSG00000037979
mm_xp_gene_5308	ccdc93	ENSMUSG00000026339
mm_xp_gene_5309	ccdc97	ENSMUSG00000002608
mm_xp_gene_5310	cchcr1	ENSMUSG00000040312
mm_xp_gene_5311	cckar	ENSMUSG00000029193
mm_xp_gene_5312	ccm2	ENSMUSG00000000378
mm_xp_gene_5313	ccna1	ENSMUSG00000027793
mm_xp_gene_5314	ccna2	ENSMUSG00000027715
mm_xp_gene_5315	ccnb1	ENSMUSG00000041431
mm_xp_gene_5316	ccnb1.2	ENSMUSG00000041431
mm_xp_gene_5317	ccnb1ip1	ENSMUSG00000071470
mm_xp_gene_5318	ccnb2	ENSMUSG00000032218
mm_xp_gene_5319	ccnc	ENSMUSG00000028252
mm_xp_gene_5320	ccnd1	ENSMUSG00000070348
mm_xp_gene_5321	ccnd2	ENSMUSG00000000184
mm_xp_gene_5322	ccndbp1	ENSMUSG00000023572
mm_xp_gene_5323	ccne2	ENSMUSG00000028212
mm_xp_gene_5324	ccnf	ENSMUSG00000072082
mm_xp_gene_5325	ccng1	ENSMUSG00000020326
mm_xp_gene_5326	ccng2	ENSMUSG00000029385
mm_xp_gene_5327	ccnh	ENSMUSG00000021548
mm_xp_gene_5328	ccni	ENSMUSG00000063015
mm_xp_gene_5329	ccnj	ENSMUSG00000025010
mm_xp_gene_5330	ccnk	ENSMUSG00000021258
mm_xp_gene_5331	ccnl1	ENSMUSG00000027829
mm_xp_gene_5332	ccnl2	ENSMUSG00000029068
mm_xp_gene_5333	ccnt1	ENSMUSG00000011960
mm_xp_gene_5334	ccnt2	ENSMUSG00000026349
mm_xp_gene_5335	ccny-like	ENSMUSG00000024286
mm_xp_gene_5336	ccnyl1	ENSMUSG00000070871
mm_xp_gene_5337	ccr6	ENSMUSG00000040899
mm_xp_gene_5338	ccr7	ENSMUSG00000037944
mm_xp_gene_5339	ccrl1	ENSMUSG00000079355
mm_xp_gene_5340	ccrn4l	ENSMUSG00000023087
mm_xp_gene_5341	ccs	ENSMUSG00000034108
mm_xp_gene_5342	ccser1	ENSMUSG00000039578
mm_xp_gene_5343	cct2	ENSMUSG00000034024
mm_xp_gene_5344	cct3	ENSMUSG00000001416
mm_xp_gene_5345	cct4	ENSMUSG00000007739
mm_xp_gene_5346	cct8	ENSMUSG00000025613
mm_xp_gene_5347	ccz1b	ENSMUSG00000029617
mm_xp_gene_5348	cd151	ENSMUSG00000025510
mm_xp_gene_5349	cd164	ENSMUSG00000019818
mm_xp_gene_5350	cd180	ENSMUSG00000021624
mm_xp_gene_5351	cd226	ENSMUSG00000034028
mm_xp_gene_5352	cd274	ENSMUSG00000016496
mm_xp_gene_5353	cd276	ENSMUSG00000035914
mm_xp_gene_5354	cd28	ENSMUSG00000026012
mm_xp_gene_5355	cd36	ENSMUSG00000002944
mm_xp_gene_5356	cd36l	ENSMUSG00000002944
mm_xp_gene_5357	cd38	ENSMUSG00000029084
mm_xp_gene_5358	cd3eap-like	ENSMUSG00000047649
mm_xp_gene_5359	cd3g	ENSMUSG00000002033
mm_xp_gene_5360	cd4	ENSMUSG00000023274
mm_xp_gene_5361	cd40	ENSMUSG00000017652
mm_xp_gene_5362	cd53	ENSMUSG00000040747
mm_xp_gene_5363	cd59-like	ENSMUSG00000032679
mm_xp_gene_5364	cd59-like	ENSMUSG00000068686
mm_xp_gene_5365	cd74	ENSMUSG00000024610
