mm_xp_gene	xp_gene	mm_gene
mm_xp_gene_7474	gab2	ENSMUSG00000004508
mm_xp_gene_7475	gab3	ENSMUSG00000032750
mm_xp_gene_7476	gabarapl1-like	ENSMUSG00000030161
mm_xp_gene_7477	gabarapl2	ENSMUSG00000031950
mm_xp_gene_7478	gabbr1	ENSMUSG00000024462
mm_xp_gene_7479	gabpa	ENSMUSG00000008976
mm_xp_gene_7480	gabpb2	ENSMUSG00000038766
mm_xp_gene_7481	gabra1	ENSMUSG00000010803
mm_xp_gene_7482	gabra3-like	ENSMUSG00000031343
mm_xp_gene_7483	gabra5-like	ENSMUSG00000055078
mm_xp_gene_7484	gabra6	ENSMUSG00000020428
mm_xp_gene_7485	gabrb1-like	ENSMUSG00000029212
mm_xp_gene_7486	gabrb3	ENSMUSG00000033676
mm_xp_gene_7487	gabrd	ENSMUSG00000029054
mm_xp_gene_7488	gabrg2-like	ENSMUSG00000020436
mm_xp_gene_7489	gabrg3	ENSMUSG00000055026
mm_xp_gene_7490	gabrr1	ENSMUSG00000056919
mm_xp_gene_7491	gabrr3	ENSMUSG00000074991
mm_xp_gene_7492	gad2	ENSMUSG00000026787
mm_xp_gene_7493	gadd45a	ENSMUSG00000036390
mm_xp_gene_7494	gadd45b-like	ENSMUSG00000015312
mm_xp_gene_7495	gadd45gip1	ENSMUSG00000033751
mm_xp_gene_7496	gak	ENSMUSG00000062234
mm_xp_gene_7497	gal3st1	ENSMUSG00000049721
mm_xp_gene_7498	gal3st4-like.1	ENSMUSG00000075593
mm_xp_gene_7499	gal3st4-like.2	ENSMUSG00000075593
mm_xp_gene_7500	galc	ENSMUSG00000021003
mm_xp_gene_7501	gale	ENSMUSG00000028671
mm_xp_gene_7502	galk1	ENSMUSG00000020766
mm_xp_gene_7503	galk2	ENSMUSG00000027207
mm_xp_gene_7504	galm	ENSMUSG00000035473
mm_xp_gene_7505	galns-like	ENSMUSG00000015027
mm_xp_gene_7506	galnt10	ENSMUSG00000020520
mm_xp_gene_7507	galnt11	ENSMUSG00000038072
mm_xp_gene_7508	galnt15	ENSMUSG00000021903
mm_xp_gene_7509	galnt16	ENSMUSG00000021130
mm_xp_gene_7510	galnt2	ENSMUSG00000089704
mm_xp_gene_7511	galnt2	ENSMUSG00000092329
mm_xp_gene_7512	galnt3	ENSMUSG00000026994
mm_xp_gene_7513	galnt4	ENSMUSG00000090035
mm_xp_gene_7514	galnt5-like	ENSMUSG00000026828
mm_xp_gene_7515	galnt7	ENSMUSG00000031608
mm_xp_gene_7516	galnt9	ENSMUSG00000033316
mm_xp_gene_7517	galntl6-like	ENSMUSG00000096914
mm_xp_gene_7518	galr1	ENSMUSG00000024553
mm_xp_gene_7519	galr2	ENSMUSG00000020793
mm_xp_gene_7520	gamt	ENSMUSG00000020150
mm_xp_gene_7521	gan	ENSMUSG00000052557
mm_xp_gene_7522	ganab-like	ENSMUSG00000071650
mm_xp_gene_7523	gap43	ENSMUSG00000047261
mm_xp_gene_7524	gapdh	ENSMUSG00000081607
mm_xp_gene_7525	gapvd1-like	ENSMUSG00000026867
mm_xp_gene_7526	gar1	ENSMUSG00000028010
mm_xp_gene_7527	garem-like	ENSMUSG00000042680
mm_xp_gene_7528	gareml	ENSMUSG00000044576
mm_xp_gene_7529	garnl3	ENSMUSG00000038860
mm_xp_gene_7530	gas1	ENSMUSG00000052957
mm_xp_gene_7531	gas2	ENSMUSG00000030498
mm_xp_gene_7532	gas2l1-like	ENSMUSG00000034201
mm_xp_gene_7533	gas2l2-like	ENSMUSG00000020686
mm_xp_gene_7534	gas2l3	ENSMUSG00000074802
mm_xp_gene_7535	gas6	ENSMUSG00000031451
mm_xp_gene_7536	gas8	ENSMUSG00000040220
mm_xp_gene_7537	gata2	ENSMUSG00000015053
mm_xp_gene_7538	gata3	ENSMUSG00000015619
mm_xp_gene_7539	gata4	ENSMUSG00000021944
mm_xp_gene_7540	gatad1	ENSMUSG00000007415
mm_xp_gene_7541	gatad2b	ENSMUSG00000042390
mm_xp_gene_7542	gatc-like	ENSMUSG00000029536
mm_xp_gene_7543	gatm	ENSMUSG00000027199
mm_xp_gene_7544	gatsl1	ENSMUSG00000015944
mm_xp_gene_7545	gatsl3	ENSMUSG00000020424
mm_xp_gene_7546	gbas	ENSMUSG00000029432
mm_xp_gene_7547	gbe1-like	ENSMUSG00000022707
mm_xp_gene_7548	gbf1-like	ENSMUSG00000025224
mm_xp_gene_7549	gc	ENSMUSG00000035540
mm_xp_gene_7550	gcc1	ENSMUSG00000029708
mm_xp_gene_7551	gcc2	ENSMUSG00000038039
mm_xp_gene_7552	gcdh	ENSMUSG00000003809
mm_xp_gene_7553	gcfc2-like	ENSMUSG00000035125
mm_xp_gene_7554	gcg.2	ENSMUSG00000000394
mm_xp_gene_7555	gch1	ENSMUSG00000037580
mm_xp_gene_7556	gchfr	ENSMUSG00000046814
mm_xp_gene_7557	gck	ENSMUSG00000041798
mm_xp_gene_7558	gclc	ENSMUSG00000032350
mm_xp_gene_7559	gclm	ENSMUSG00000028124
mm_xp_gene_7560	gcm1	ENSMUSG00000023333
mm_xp_gene_7561	gcm2	ENSMUSG00000021362
mm_xp_gene_7562	gcnt3	ENSMUSG00000032226
mm_xp_gene_7563	gcnt4	ENSMUSG00000091387
mm_xp_gene_7564	gcnt7	ENSMUSG00000074569
mm_xp_gene_7565	gcsh	ENSMUSG00000034424
mm_xp_gene_7566	gdap1	ENSMUSG00000025777
mm_xp_gene_7567	gdap1l1	ENSMUSG00000017943
mm_xp_gene_7568	gdap2	ENSMUSG00000027865
mm_xp_gene_7569	gdf10	ENSMUSG00000021943
mm_xp_gene_7570	gdf15	ENSMUSG00000038508
mm_xp_gene_7571	gdf2	ENSMUSG00000072625
mm_xp_gene_7572	gdf5	ENSMUSG00000038259
mm_xp_gene_7573	gdf6	ENSMUSG00000051279
mm_xp_gene_7574	gdf7	ENSMUSG00000051279
mm_xp_gene_7575	gdf9	ENSMUSG00000018238
mm_xp_gene_7576	gdi1	ENSMUSG00000015291
mm_xp_gene_7577	gdi2	ENSMUSG00000021218
mm_xp_gene_7578	gdnf	ENSMUSG00000022144
mm_xp_gene_7579	gdpd1	ENSMUSG00000061666
mm_xp_gene_7580	gdpd2-like.1	ENSMUSG00000019359
mm_xp_gene_7581	gdpd5	ENSMUSG00000035314
mm_xp_gene_7582	gdpgp1	ENSMUSG00000050973
mm_xp_gene_7583	gem	ENSMUSG00000028214
mm_xp_gene_7584	gemin2	ENSMUSG00000060121
mm_xp_gene_7585	gemin4-like	ENSMUSG00000049396
mm_xp_gene_7586	gemin5-like	ENSMUSG00000037275
mm_xp_gene_7587	gemin6	ENSMUSG00000055760
mm_xp_gene_7588	gemin7	ENSMUSG00000044709
mm_xp_gene_7589	gemin8	ENSMUSG00000040621
mm_xp_gene_7590	get4	ENSMUSG00000025858
mm_xp_gene_7591	gfi1	ENSMUSG00000029275
mm_xp_gene_7592	gfi1b	ENSMUSG00000026815
mm_xp_gene_7593	gfm1	ENSMUSG00000027774
mm_xp_gene_7594	gfm2-like	ENSMUSG00000021666
mm_xp_gene_7595	gfod1	ENSMUSG00000051335
mm_xp_gene_7596	gfod2	ENSMUSG00000013150
mm_xp_gene_7597	gfpt1	ENSMUSG00000029992
mm_xp_gene_7598	gfpt2	ENSMUSG00000020363
mm_xp_gene_7599	gfra1	ENSMUSG00000025089
mm_xp_gene_7600	gfra2	ENSMUSG00000022103
mm_xp_gene_7601	gfra3	ENSMUSG00000022103
mm_xp_gene_7602	gfra4	ENSMUSG00000022103
mm_xp_gene_7603	gfral	ENSMUSG00000059383
mm_xp_gene_7604	gga1	ENSMUSG00000033128
mm_xp_gene_7605	gga3	ENSMUSG00000020740
mm_xp_gene_7606	ggact	ENSMUSG00000041625
mm_xp_gene_7607	ggcx	ENSMUSG00000053460
mm_xp_gene_7608	ggh	ENSMUSG00000073987
mm_xp_gene_7609	ggnbp2	ENSMUSG00000020530
mm_xp_gene_7610	ggps1	ENSMUSG00000021302
mm_xp_gene_7611	ggt7	ENSMUSG00000027603
mm_xp_gene_7612	ghdc-like	ENSMUSG00000017747
mm_xp_gene_7613	ghitm	ENSMUSG00000041028
mm_xp_gene_7614	ghsr	ENSMUSG00000051136
mm_xp_gene_7615	gid4	ENSMUSG00000018415
mm_xp_gene_7616	gigyf1	ENSMUSG00000029714
mm_xp_gene_7617	gigyf2	ENSMUSG00000048000
mm_xp_gene_7618	gimd1-like	ENSMUSG00000091721
mm_xp_gene_7619	gins1	ENSMUSG00000027454
mm_xp_gene_7620	gins2	ENSMUSG00000031821
mm_xp_gene_7621	gins3	ENSMUSG00000031669
mm_xp_gene_7622	gins4	ENSMUSG00000031546
mm_xp_gene_7623	gip	ENSMUSG00000014351
mm_xp_gene_7624	gipc1	ENSMUSG00000019433
mm_xp_gene_7625	gipc3	ENSMUSG00000034872
mm_xp_gene_7626	gipr	ENSMUSG00000030406
mm_xp_gene_7627	git2	ENSMUSG00000041890
mm_xp_gene_7628	gja1	ENSMUSG00000055691
mm_xp_gene_7629	gja3	ENSMUSG00000048582
mm_xp_gene_7630	gja4	ENSMUSG00000050234
mm_xp_gene_7631	gja5	ENSMUSG00000057123
mm_xp_gene_7632	gja7	ENSMUSG00000034520
mm_xp_gene_7633	gja8	ENSMUSG00000049908
mm_xp_gene_7634	gjb1	ENSMUSG00000047797
mm_xp_gene_7635	gjb2	ENSMUSG00000046352
mm_xp_gene_7636	gjb3	ENSMUSG00000042367
mm_xp_gene_7637	gjb5	ENSMUSG00000042357
mm_xp_gene_7638	gjc1	ENSMUSG00000034520
mm_xp_gene_7639	gjc2	ENSMUSG00000034520
mm_xp_gene_7640	gjd2	ENSMUSG00000068615
mm_xp_gene_7641	gjd3-like	ENSMUSG00000047197
mm_xp_gene_7642	gjd4	ENSMUSG00000036855
mm_xp_gene_7643	gk	ENSMUSG00000025059
mm_xp_gene_7644	gk5	ENSMUSG00000041440
mm_xp_gene_7645	gkap1	ENSMUSG00000021552
mm_xp_gene_7646	gla	ENSMUSG00000031266
mm_xp_gene_7647	glb1l	ENSMUSG00000045594
mm_xp_gene_7648	glb1l2	ENSMUSG00000036395
mm_xp_gene_7649	glcci1	ENSMUSG00000029638
mm_xp_gene_7650	glce	ENSMUSG00000032252
mm_xp_gene_7651	gldc	ENSMUSG00000024827
mm_xp_gene_7652	gldn	ENSMUSG00000046167
mm_xp_gene_7653	gle1-like	ENSMUSG00000019715
mm_xp_gene_7654	glg1	ENSMUSG00000003316
mm_xp_gene_7655	gli1	ENSMUSG00000025407
mm_xp_gene_7656	gli3	ENSMUSG00000021318
mm_xp_gene_7657	glipr1l1	ENSMUSG00000112611
mm_xp_gene_7658	glipr1l1	ENSMUSG00000020213
mm_xp_gene_7659	glis1	ENSMUSG00000034762
mm_xp_gene_7660	glis2-like	ENSMUSG00000014303
mm_xp_gene_7661	glis3	ENSMUSG00000052942
mm_xp_gene_7662	glmn	ENSMUSG00000029276
mm_xp_gene_7663	glod4	ENSMUSG00000017286
mm_xp_gene_7664	glod5	ENSMUSG00000031163
mm_xp_gene_7665	glp1r	ENSMUSG00000024027
mm_xp_gene_7666	glp2r	ENSMUSG00000049928
mm_xp_gene_7667	glra1-like	ENSMUSG00000000263
mm_xp_gene_7668	glra2-like	ENSMUSG00000018589
mm_xp_gene_7669	glra3	ENSMUSG00000038257
mm_xp_gene_7670	glrb	ENSMUSG00000028020
mm_xp_gene_7671	glrx	ENSMUSG00000021591
mm_xp_gene_7672	glrx3	ENSMUSG00000031068
mm_xp_gene_7673	gls	ENSMUSG00000026103
mm_xp_gene_7674	gls2-like	ENSMUSG00000044005
mm_xp_gene_7675	glt1d1	ENSMUSG00000049971
mm_xp_gene_7676	glt8d2	ENSMUSG00000020251
mm_xp_gene_7677	gltp	ENSMUSG00000011884
mm_xp_gene_7678	gltscr1	ENSMUSG00000070808
mm_xp_gene_7679	glud1	ENSMUSG00000021794
mm_xp_gene_7680	glul-like.2	ENSMUSG00000026473
mm_xp_gene_7681	glyctk	ENSMUSG00000020258
mm_xp_gene_7682	glyr1	ENSMUSG00000022536
mm_xp_gene_7683	gm2a	ENSMUSG00000000594
mm_xp_gene_7684	gmcl1	ENSMUSG00000001157
mm_xp_gene_7685	gmds	ENSMUSG00000038372
mm_xp_gene_7686	gmeb1	ENSMUSG00000028901
mm_xp_gene_7687	gmfg-like	ENSMUSG00000062014
mm_xp_gene_7688	gmip	ENSMUSG00000036246
mm_xp_gene_7689	gmnc-like	ENSMUSG00000068428
mm_xp_gene_7690	gmppa	ENSMUSG00000033021
mm_xp_gene_7691	gmppb	ENSMUSG00000070284
mm_xp_gene_7692	gmpr	ENSMUSG00000000253
mm_xp_gene_7693	gmpr2	ENSMUSG00000002326
mm_xp_gene_7694	gmps	ENSMUSG00000027823
mm_xp_gene_7695	gna11	ENSMUSG00000034781
mm_xp_gene_7696	gna14	ENSMUSG00000024697
mm_xp_gene_7697	gnai1	ENSMUSG00000057614
mm_xp_gene_7698	gnai2	ENSMUSG00000032562
mm_xp_gene_7699	gnai3	ENSMUSG00000000001
mm_xp_gene_7700	gnao1	ENSMUSG00000031748
mm_xp_gene_7701	gnaz	ENSMUSG00000040009
mm_xp_gene_7702	gnb1	ENSMUSG00000029064
mm_xp_gene_7703	gnb1l	ENSMUSG00000000884
mm_xp_gene_7704	gnb3	ENSMUSG00000023439
mm_xp_gene_7705	gnb5	ENSMUSG00000032192
mm_xp_gene_7706	gne	ENSMUSG00000028479
mm_xp_gene_7707	gng10	ENSMUSG00000038607
mm_xp_gene_7708	gng12	ENSMUSG00000036402
mm_xp_gene_7709	gng13	ENSMUSG00000025739
mm_xp_gene_7710	gng2	ENSMUSG00000043004
mm_xp_gene_7711	gng3	ENSMUSG00000071658
mm_xp_gene_7712	gng4	ENSMUSG00000021303
mm_xp_gene_7713	gng5	ENSMUSG00000068523
mm_xp_gene_7714	gng7	ENSMUSG00000048240
mm_xp_gene_7715	gngt1	ENSMUSG00000029663
mm_xp_gene_7716	gnl1	ENSMUSG00000024429
mm_xp_gene_7717	gnl2	ENSMUSG00000028869
mm_xp_gene_7718	gnpda1	ENSMUSG00000052102
mm_xp_gene_7719	gnpda2	ENSMUSG00000029209
mm_xp_gene_7720	gnpnat1	ENSMUSG00000037722
mm_xp_gene_7721	gnptab	ENSMUSG00000035311
mm_xp_gene_7722	gnrh1	ENSMUSG00000015812
mm_xp_gene_7723	gnrh2	ENSMUSG00000015812
mm_xp_gene_7724	gns	ENSMUSG00000034707
mm_xp_gene_7725	golga3-like	ENSMUSG00000029502
mm_xp_gene_7726	golga4-like	ENSMUSG00000038708
mm_xp_gene_7727	golga7	ENSMUSG00000015341
mm_xp_gene_7728	golga7b	ENSMUSG00000042532
mm_xp_gene_7729	golph3	ENSMUSG00000022200
mm_xp_gene_7730	golph3l	ENSMUSG00000046519
mm_xp_gene_7731	golt1b	ENSMUSG00000030245
mm_xp_gene_7732	gon4l	ENSMUSG00000054199
mm_xp_gene_7733	gopc	ENSMUSG00000019861
mm_xp_gene_7734	gorab-like	ENSMUSG00000040124
mm_xp_gene_7735	gorasp1	ENSMUSG00000032513
mm_xp_gene_7736	gorasp2	ENSMUSG00000014959
mm_xp_gene_7737	gosr2	ENSMUSG00000020946
mm_xp_gene_7738	got1	ENSMUSG00000025190
mm_xp_gene_7739	got2	ENSMUSG00000031672
mm_xp_gene_7740	gp1bb	ENSMUSG00000050761
mm_xp_gene_7741	gp5	ENSMUSG00000047953
mm_xp_gene_7742	gpaa1	ENSMUSG00000022561
mm_xp_gene_7743	gpank1	ENSMUSG00000092417
mm_xp_gene_7744	gpatch11	ENSMUSG00000050668
mm_xp_gene_7745	gpatch3	ENSMUSG00000028850
mm_xp_gene_7746	gpatch4	ENSMUSG00000028069
mm_xp_gene_7747	gpatch8-like	ENSMUSG00000034621
mm_xp_gene_7748	gpbar1	ENSMUSG00000064272
mm_xp_gene_7749	gpbp1	ENSMUSG00000032745
mm_xp_gene_7750	gpc1	ENSMUSG00000034220
mm_xp_gene_7751	gpc6	ENSMUSG00000058571
mm_xp_gene_7752	gpcpd1	ENSMUSG00000027346
mm_xp_gene_7753	gpd1	ENSMUSG00000023019
mm_xp_gene_7754	gpd1l	ENSMUSG00000050627
mm_xp_gene_7755	gpd2	ENSMUSG00000026827
mm_xp_gene_7756	gper1	ENSMUSG00000053647
mm_xp_gene_7757	gpha2	ENSMUSG00000024784
mm_xp_gene_7758	gphb5	ENSMUSG00000048982
mm_xp_gene_7759	gpi	ENSMUSG00000036427
mm_xp_gene_7760	gpkow	ENSMUSG00000031148
mm_xp_gene_7761	gpm6a	ENSMUSG00000031517
mm_xp_gene_7762	gpn2	ENSMUSG00000028848
mm_xp_gene_7763	gpn3	ENSMUSG00000029464
mm_xp_gene_7764	gpr1	ENSMUSG00000046856
mm_xp_gene_7765	gpr101	ENSMUSG00000036357
mm_xp_gene_7766	gpr113	ENSMUSG00000067642
mm_xp_gene_7767	gpr116	ENSMUSG00000056492
mm_xp_gene_7768	gpr123	ENSMUSG00000025475
mm_xp_gene_7769	gpr124	ENSMUSG00000031486
mm_xp_gene_7770	gpr125	ENSMUSG00000029090
mm_xp_gene_7771	gpr126	ENSMUSG00000039116
mm_xp_gene_7772	gpr137b	ENSMUSG00000021306
mm_xp_gene_7773	gpr137c	ENSMUSG00000049092
mm_xp_gene_7774	gpr139	ENSMUSG00000066197
mm_xp_gene_7775	gpr141	ENSMUSG00000053101
mm_xp_gene_7776	gpr142	ENSMUSG00000034677
mm_xp_gene_7777	gpr143	ENSMUSG00000025333
mm_xp_gene_7778	gpr146	ENSMUSG00000044197
mm_xp_gene_7779	gpr149	ENSMUSG00000043441
mm_xp_gene_7780	gpr151	ENSMUSG00000042816
mm_xp_gene_7781	gpr153	ENSMUSG00000042804
mm_xp_gene_7782	gpr155	ENSMUSG00000041762
mm_xp_gene_7783	gpr156	ENSMUSG00000046961
mm_xp_gene_7784	gpr157	ENSMUSG00000047875
mm_xp_gene_7785	gpr160	ENSMUSG00000037661
mm_xp_gene_7786	gpr161	ENSMUSG00000040836
mm_xp_gene_7787	gpr162	ENSMUSG00000038390
mm_xp_gene_7788	gpr17	ENSMUSG00000052229
mm_xp_gene_7789	gpr173	ENSMUSG00000056679
mm_xp_gene_7790	gpr174	ENSMUSG00000073008
mm_xp_gene_7791	gpr176	ENSMUSG00000040133
mm_xp_gene_7792	gpr179	ENSMUSG00000070337
mm_xp_gene_7793	gpr180	ENSMUSG00000022131
mm_xp_gene_7794	gpr19	ENSMUSG00000032641
mm_xp_gene_7795	gpr20	ENSMUSG00000045281
mm_xp_gene_7796	gpr21	ENSMUSG00000053164
mm_xp_gene_7797	gpr22	ENSMUSG00000044067
mm_xp_gene_7798	gpr25	ENSMUSG00000052759
mm_xp_gene_7799	gpr26	ENSMUSG00000040125
mm_xp_gene_7800	gpr37	ENSMUSG00000039904
mm_xp_gene_7801	gpr37l1	ENSMUSG00000026424
mm_xp_gene_7802	gpr4	ENSMUSG00000044317
mm_xp_gene_7803	gpr6	ENSMUSG00000046922
mm_xp_gene_7804	gpr61	ENSMUSG00000046793
mm_xp_gene_7805	gpr63	ENSMUSG00000040372
mm_xp_gene_7806	gpr65	ENSMUSG00000021886
mm_xp_gene_7807	gpr68	ENSMUSG00000047415
mm_xp_gene_7808	gpr75	ENSMUSG00000043999
mm_xp_gene_7809	gpr78	ENSMUSG00000040125
mm_xp_gene_7810	gpr82	ENSMUSG00000047678
mm_xp_gene_7811	gpr85	ENSMUSG00000048216
mm_xp_gene_7812	gpr87	ENSMUSG00000051431
mm_xp_gene_7813	gpr88	ENSMUSG00000068696
mm_xp_gene_7814	gpr98	ENSMUSG00000069170
mm_xp_gene_7815	gprc5a	ENSMUSG00000046733
mm_xp_gene_7816	gprc5b-like	ENSMUSG00000008734
mm_xp_gene_7817	gprin3	ENSMUSG00000045441
mm_xp_gene_7818	gps2	ENSMUSG00000023170
mm_xp_gene_7819	gpsm1	ENSMUSG00000026930
mm_xp_gene_7820	gpt2	ENSMUSG00000031700
mm_xp_gene_7821	gpx1	ENSMUSG00000063856
mm_xp_gene_7822	gpx3	ENSMUSG00000018339
mm_xp_gene_7823	gpx7	ENSMUSG00000028597
mm_xp_gene_7824	gramd1a	ENSMUSG00000001248
mm_xp_gene_7825	gramd1b	ENSMUSG00000040111
mm_xp_gene_7826	gramd4	ENSMUSG00000035900
mm_xp_gene_7827	grap2	ENSMUSG00000042351
mm_xp_gene_7828	grb10	ENSMUSG00000020176
mm_xp_gene_7829	grb14	ENSMUSG00000026888
mm_xp_gene_7830	grb2	ENSMUSG00000059923
mm_xp_gene_7831	grb7	ENSMUSG00000019312
mm_xp_gene_7832	greb1	ENSMUSG00000036523
mm_xp_gene_7833	greb1l	ENSMUSG00000042942
mm_xp_gene_7834	grem1	ENSMUSG00000074934
mm_xp_gene_7835	grhl1	ENSMUSG00000020656
mm_xp_gene_7836	grhl2	ENSMUSG00000022286
mm_xp_gene_7837	grhl3	ENSMUSG00000037188
mm_xp_gene_7838	gria1-like.1	ENSMUSG00000020524
mm_xp_gene_7839	gria2	ENSMUSG00000033981
mm_xp_gene_7840	gria3	ENSMUSG00000001986
mm_xp_gene_7841	gria4	ENSMUSG00000025892
mm_xp_gene_7842	grid2	ENSMUSG00000071424
mm_xp_gene_7843	grik1-like	ENSMUSG00000022935
mm_xp_gene_7844	grik2	ENSMUSG00000056073
mm_xp_gene_7845	grik4-like	ENSMUSG00000032017
mm_xp_gene_7846	grik5-like.2	ENSMUSG00000003378
mm_xp_gene_7847	grin1	ENSMUSG00000026959
mm_xp_gene_7848	grin2a	ENSMUSG00000059003
mm_xp_gene_7849	grin2b	ENSMUSG00000030209
mm_xp_gene_7850	grin2d	ENSMUSG00000002771
mm_xp_gene_7851	grin3a-like	ENSMUSG00000039579
mm_xp_gene_7852	grin3b	ENSMUSG00000035745
mm_xp_gene_7853	grinl1a	ENSMUSG00000032199
mm_xp_gene_7854	grip1	ENSMUSG00000034813
mm_xp_gene_7855	grip2	ENSMUSG00000030098
mm_xp_gene_7856	grk4	ENSMUSG00000052783
mm_xp_gene_7857	grk5	ENSMUSG00000003228
mm_xp_gene_7858	grk6-like	ENSMUSG00000074886
mm_xp_gene_7859	grm1	ENSMUSG00000019828
mm_xp_gene_7860	grm2-like	ENSMUSG00000023192
mm_xp_gene_7861	grm3	ENSMUSG00000003974
mm_xp_gene_7862	grm5-like	ENSMUSG00000049583
mm_xp_gene_7863	grm7	ENSMUSG00000056755
mm_xp_gene_7864	grp	ENSMUSG00000024517
mm_xp_gene_7865	grpel1	ENSMUSG00000029198
mm_xp_gene_7866	grpel2	ENSMUSG00000024580
mm_xp_gene_7867	grpr	ENSMUSG00000031364
mm_xp_gene_7868	grsf1	ENSMUSG00000044221
mm_xp_gene_7869	grtp1	ENSMUSG00000038515
mm_xp_gene_7870	grwd1	ENSMUSG00000053801
mm_xp_gene_7871	grxcr1	ENSMUSG00000068082
mm_xp_gene_7872	grxcr2-like	ENSMUSG00000073574
mm_xp_gene_7873	gsap-like	ENSMUSG00000039934
mm_xp_gene_7874	gsc	ENSMUSG00000021095
mm_xp_gene_7875	gsc2	ENSMUSG00000022738
mm_xp_gene_7876	gse1-like	ENSMUSG00000031822
mm_xp_gene_7877	gsg1	ENSMUSG00000030206
mm_xp_gene_7878	gsg1l	ENSMUSG00000046182
mm_xp_gene_7879	gsk3a	ENSMUSG00000057177
mm_xp_gene_7880	gsk3b	ENSMUSG00000022812
mm_xp_gene_7881	gskip	ENSMUSG00000044715
mm_xp_gene_7882	gsn	ENSMUSG00000026879
mm_xp_gene_7883	gsr	ENSMUSG00000031584
mm_xp_gene_7884	gstcd-like	ENSMUSG00000028018
mm_xp_gene_7885	gstp1	ENSMUSG00000038155
mm_xp_gene_7886	gstp1	ENSMUSG00000060803
mm_xp_gene_7887	gsx1	ENSMUSG00000053129
mm_xp_gene_7888	gsx2	ENSMUSG00000035946
mm_xp_gene_7889	gtdc1	ENSMUSG00000036890
mm_xp_gene_7890	gtf2a1l	ENSMUSG00000024154
mm_xp_gene_7891	gtf2a2	ENSMUSG00000033543
mm_xp_gene_7892	gtf2b	ENSMUSG00000028271
mm_xp_gene_7893	gtf2e1	ENSMUSG00000022828
mm_xp_gene_7894	gtf2e2	ENSMUSG00000031585
mm_xp_gene_7895	gtf2f1	ENSMUSG00000002658
mm_xp_gene_7896	gtf2f2	ENSMUSG00000067995
mm_xp_gene_7897	gtf2h1	ENSMUSG00000006599
mm_xp_gene_7898	gtf2h2	ENSMUSG00000021639
mm_xp_gene_7899	gtf2h3	ENSMUSG00000029387
mm_xp_gene_7900	gtf2h5	ENSMUSG00000034345
mm_xp_gene_7901	gtf2i	ENSMUSG00000060261
mm_xp_gene_7902	gtf2ird1-like	ENSMUSG00000023079
mm_xp_gene_7903	gtf3a	ENSMUSG00000016503
mm_xp_gene_7904	gtf3c2	ENSMUSG00000106864
mm_xp_gene_7905	gtf3c2	ENSMUSG00000101678
mm_xp_gene_7906	gtf3c3	ENSMUSG00000041303
mm_xp_gene_7907	gtf3c4	ENSMUSG00000035666
mm_xp_gene_7908	gtf3c5	ENSMUSG00000026816
mm_xp_gene_7909	gtf3c6	ENSMUSG00000019837
mm_xp_gene_7910	gtpbp10	ENSMUSG00000040464
mm_xp_gene_7911	gtpbp3-like	ENSMUSG00000007610
mm_xp_gene_7912	gtpbp6	ENSMUSG00000033434
mm_xp_gene_7913	guca1b-like	ENSMUSG00000023979
mm_xp_gene_7914	gucy1a2	ENSMUSG00000041624
mm_xp_gene_7915	gucy2c	ENSMUSG00000042638
mm_xp_gene_7916	gucy2d	ENSMUSG00000042282
mm_xp_gene_7917	gucy2f	ENSMUSG00000042282
mm_xp_gene_7918	guf1-like	ENSMUSG00000029208
mm_xp_gene_7919	gusb	ENSMUSG00000025534
mm_xp_gene_7920	gxylt2	ENSMUSG00000030074
mm_xp_gene_7921	gzf1	ENSMUSG00000027439
mm_xp_gene_7922	h6pd	ENSMUSG00000028980
mm_xp_gene_7923	haao	ENSMUSG00000000673
mm_xp_gene_7924	habp4	ENSMUSG00000021476
mm_xp_gene_7925	hace1	ENSMUSG00000038822
mm_xp_gene_7926	hacl1	ENSMUSG00000021884
mm_xp_gene_7927	hadh	ENSMUSG00000027984
mm_xp_gene_7928	hadha	ENSMUSG00000025745
mm_xp_gene_7929	hagh	ENSMUSG00000024158
mm_xp_gene_7930	haghl	ENSMUSG00000024158
mm_xp_gene_7931	hand1	ENSMUSG00000037335
mm_xp_gene_7932	hand2	ENSMUSG00000038193
mm_xp_gene_7933	hao2	ENSMUSG00000027870
mm_xp_gene_7934	hap1	ENSMUSG00000032536
mm_xp_gene_7935	hapln1	ENSMUSG00000021613
mm_xp_gene_7936	hapln2	ENSMUSG00000004894
mm_xp_gene_7937	hapln4	ENSMUSG00000007594
mm_xp_gene_7938	has1	ENSMUSG00000003665
mm_xp_gene_7939	has2	ENSMUSG00000022367
mm_xp_gene_7940	has3	ENSMUSG00000031910
mm_xp_gene_7941	hat1	ENSMUSG00000027018
mm_xp_gene_7942	haus4	ENSMUSG00000022177
mm_xp_gene_7943	haus6	ENSMUSG00000038047
mm_xp_gene_7944	haus7	ENSMUSG00000031371
mm_xp_gene_7945	haus8	ENSMUSG00000035439
mm_xp_gene_7946	hbegf	ENSMUSG00000024486
mm_xp_gene_7947	hbp1	ENSMUSG00000002996
mm_xp_gene_7948	hbs1l	ENSMUSG00000019977
mm_xp_gene_7949	hcar3	ENSMUSG00000045502
mm_xp_gene_7950	hccs-like	ENSMUSG00000031352
mm_xp_gene_7951	hcfc1	ENSMUSG00000031386
mm_xp_gene_7952	hck	ENSMUSG00000003283
