Species	Symbol	Ensembl	Family	Protein	Entrez ID
Danio_rerio	BX572646.2	ENSDARG00000116861	RFX	ENSDARP00000153914;	-
Danio_rerio	si:ch73-266f23	ENSDARG00000095135	zf-C2H2	ENSDARP00000100218;	569282
Danio_rerio	lin28b	ENSDARG00000052511	CSD	ENSDARP00000102537;	103752590
Danio_rerio	CR848813.2	ENSDARG00000113129	MYB	ENSDARP00000150424;ENSDARP00000147641;ENSDARP00000157599;	-
Danio_rerio	znf1095	ENSDARG00000098991	zf-C2H2	ENSDARP00000135748;	-
Danio_rerio	CR391944.1	ENSDARG00000098142	zf-C2H2	ENSDARP00000140546;	108179097
Danio_rerio	si:dkey-28i19	ENSDARG00000104888	zf-C2H2	ENSDARP00000132039;	-
Danio_rerio	ascl1b	ENSDARG00000101628	bHLH	ENSDARP00000022655;	30478
Danio_rerio	si:ch73-144d13	ENSDARG00000096828	zf-C2H2	ENSDARP00000127953;	555336
Danio_rerio	zgc:113019	ENSDARG00000099743	THAP	ENSDARP00000132897;	550590
Danio_rerio	BX001014.4	ENSDARG00000113174	Homeobox	ENSDARP00000149862;	-
Danio_rerio	si:dkey-4e4	ENSDARG00000109251	zf-C2H2	ENSDARP00000129344;	-
Danio_rerio	foxb1b	ENSDARG00000053650	Fork_head	ENSDARP00000105347;	799571
Danio_rerio	BX294188.3	ENSDARG00000111589	E2F	ENSDARP00000147732;ENSDARP00000149258;ENSDARP00000145358;	-
Danio_rerio	nkx1.2lb	ENSDARG00000099427	Homeobox	ENSDARP00000131103;	407077
Danio_rerio	glis1b	ENSDARG00000027933	zf-C2H2	ENSDARP00000120693;ENSDARP00000035545;	100333406
Danio_rerio	vezf1b	ENSDARG00000061030	zf-C2H2	ENSDARP00000081027;	556915
Danio_rerio	znf1005	ENSDARG00000099917	zf-C2H2	ENSDARP00000151330;ENSDARP00000139396;ENSDARP00000155142;	555753
Danio_rerio	BX928757.1	ENSDARG00000116922	CG-1	ENSDARP00000154746;	-
Danio_rerio	zic4	ENSDARG00000031307	zf-C2H2	ENSDARP00000045812;ENSDARP00000102801;	767673
Danio_rerio	CR388132.2	ENSDARG00000104041	zf-C2H2	ENSDARP00000138133;	-
Danio_rerio	BX005335.2	ENSDARG00000111395	ZBTB	ENSDARP00000153694;ENSDARP00000153694;	-
Danio_rerio	her4	ENSDARG00000094426	bHLH	ENSDARP00000131653;ENSDARP00000141050;ENSDARP00000122768;ENSDARP00000140720;	100148329
Danio_rerio	zgc:172128	ENSDARG00000104208	zf-C2H2	ENSDARP00000140749;	100002012
Danio_rerio	dlx2a	ENSDARG00000079964	Homeobox	ENSDARP00000144866;ENSDARP00000103004;	30574
Danio_rerio	ferd3l	ENSDARG00000092160	bHLH	ENSDARP00000119209;	-
Danio_rerio	znf1102	ENSDARG00000103405	zf-C2H2	ENSDARP00000138231;	-
Danio_rerio	hoxc11b	ENSDARG00000102631	Homeobox	ENSDARP00000131152;ENSDARP00000156809;	570925
Danio_rerio	thrb	ENSDARG00000021163	THR-like	ENSDARP00000150484;ENSDARP00000149633;ENSDARP00000137456;ENSDARP00000144469;ENSDARP00000152808;ENSDARP00000131464;ENSDARP00000022899;ENSDARP00000126275;ENSDARP00000152213;	30607
Danio_rerio	hoxd12a	ENSDARG00000059263	Homeobox	ENSDARP00000076775;ENSDARP00000121699;	100006598
Danio_rerio	si:dkey-262g12	ENSDARG00000102154	zf-C2H2	ENSDARP00000140485;	798256
Danio_rerio	si:ch211-154o6	ENSDARG00000089032	zf-C2H2	ENSDARP00000109830;	568558
Danio_rerio	BX936450.3	ENSDARG00000114487	ZBTB	ENSDARP00000144795;ENSDARP00000144795;	-
Danio_rerio	usf3	ENSDARG00000077431	bHLH	ENSDARP00000099979;	101884408
Danio_rerio	si:dkey-172k15	ENSDARG00000097086	zf-C2H2	ENSDARP00000127501;ENSDARP00000131262;	110437822
Danio_rerio	znf740a	ENSDARG00000104858	zf-C2H2	ENSDARP00000101131;	-
Danio_rerio	mef2ca	ENSDARG00000029764	SRF	ENSDARP00000122497;ENSDARP00000119434;ENSDARP00000116118;ENSDARP00000089908;	30575
Danio_rerio	zgc:91944	ENSDARG00000035887	Homeobox	ENSDARP00000150655;ENSDARP00000122517;ENSDARP00000052100;	436941
Danio_rerio	tfdp1a	ENSDARG00000019293	E2F	ENSDARP00000072266;ENSDARP00000112589;ENSDARP00000105214;	406813
Danio_rerio	si:dkey-110c1	ENSDARG00000061810	MBD	ENSDARP00000048774;ENSDARP00000156475;	321217
Danio_rerio	sox8a	ENSDARG00000105301	HMG	ENSDARP00000139345;	102216265
Danio_rerio	si:ch1073-224n8	ENSDARG00000104485	zf-C2H2	ENSDARP00000140978;	327438
Danio_rerio	LO017784.1	ENSDARG00000105295	zf-C2H2	ENSDARP00000137842;	-
Danio_rerio	znf1085	ENSDARG00000073915	zf-C2H2	ENSDARP00000126411;ENSDARP00000156197;	-
Danio_rerio	hoxd11a	ENSDARG00000059267	Homeobox	ENSDARP00000076780;	30405
Danio_rerio	si:ch211-195d17	ENSDARG00000008119	E2F	ENSDARP00000106693;ENSDARP00000020835;ENSDARP00000121362;	560495
Danio_rerio	si:cabz01032454	ENSDARG00000080016	zf-C2H2	ENSDARP00000107309;	100534979
Danio_rerio	znf1060	ENSDARG00000103441	zf-C2H2	ENSDARP00000139069;ENSDARP00000141187;	110437815
Danio_rerio	zic2b	ENSDARG00000112354	zf-C2H2	ENSDARP00000143352;	-
Danio_rerio	si:dkey-182i3	ENSDARG00000096575	zf-C2H2	ENSDARP00000149661;ENSDARP00000153578;ENSDARP00000126914;	103908689
Danio_rerio	znf148	ENSDARG00000055106	zf-C2H2	ENSDARP00000100768;ENSDARP00000155940;ENSDARP00000071856;	560300
Danio_rerio	foxc1b	ENSDARG00000055398	Fork_head	ENSDARP00000072219;	79375
Danio_rerio	mycb	ENSDARG00000007241	bHLH	ENSDARP00000010970;	393141
Danio_rerio	CR318589.2	ENSDARG00000116023	zf-C2H2	ENSDARP00000121872;	-
Danio_rerio	foxi3b	ENSDARG00000009550	Fork_head	ENSDARP00000002195;	387258
Danio_rerio	glis3	ENSDARG00000069726	zf-C2H2	ENSDARP00000138805;ENSDARP00000118619;	571000
Danio_rerio	ebf1b	ENSDARG00000069196	COE	ENSDARP00000091281;ENSDARP00000116056;ENSDARP00000144554;	557777
Danio_rerio	si:dkey-92j16	ENSDARG00000101946	zf-C2H2	ENSDARP00000133059;	-
Danio_rerio	twist2	ENSDARG00000078266	bHLH	ENSDARP00000102619;	30395
Danio_rerio	atf1	ENSDARG00000044301	TF_bZIP	ENSDARP00000065037;ENSDARP00000151713;	325609
Danio_rerio	myf6	ENSDARG00000029830	bHLH	ENSDARP00000040265;	404208
Danio_rerio	esrrd	ENSDARG00000015064	Miscellaneous	ENSDARP00000106954;	-
Danio_rerio	stat5b	ENSDARG00000055588	STAT	ENSDARP00000112066;ENSDARP00000138608;ENSDARP00000110501;	445474
Danio_rerio	mbd3a	ENSDARG00000061774	MBD	ENSDARP00000154556;ENSDARP00000124340;ENSDARP00000082941;ENSDARP00000123868;	337133
Danio_rerio	arid2	ENSDARG00000007413	ARID	ENSDARP00000011701;ENSDARP00000099617;	566352
Danio_rerio	BX890597.3	ENSDARG00000112821	RHD	ENSDARP00000146897;	-
Danio_rerio	klf7a	ENSDARG00000073857	zf-C2H2	ENSDARP00000103603;	553670
Danio_rerio	hopx	ENSDARG00000089368	Homeobox	ENSDARP00000156504;ENSDARP00000112208;	386589
Danio_rerio	pax2a	ENSDARG00000028148	PAX	ENSDARP00000071466;ENSDARP00000131368;ENSDARP00000112529;ENSDARP00000071460;ENSDARP00000123540;ENSDARP00000113404;ENSDARP00000134011;ENSDARP00000123397;ENSDARP00000115771;ENSDARP00000119623;ENSDARP00000121417;	30425
Danio_rerio	si:ch73-109d9	ENSDARG00000101106	zf-C2H2	ENSDARP00000136614;	101883524
Danio_rerio	sox21b	ENSDARG00000008540	HMG	ENSDARP00000023480;	406246
Danio_rerio	znf1070	ENSDARG00000099048	zf-C2H2	ENSDARP00000140947;	100137121
Danio_rerio	zbtb20	ENSDARG00000005586	ZBTB	ENSDARP00000026694;ENSDARP00000026694;	568779
Danio_rerio	klf2a	ENSDARG00000113441	zf-C2H2	ENSDARP00000155432;	-
Danio_rerio	CABZ01117619.1	ENSDARG00000100478	Tub	ENSDARP00000140439;	103908677
Danio_rerio	si:ch211-271g18	ENSDARG00000115564	zf-C2H2	ENSDARP00000140288;	-
Danio_rerio	hoxd4a	ENSDARG00000059276	Homeobox	ENSDARP00000076791;	30329
Danio_rerio	nfkb1	ENSDARG00000105261	RHD	ENSDARP00000135800;ENSDARP00000131701;	565756
Danio_rerio	zgc:171506	ENSDARG00000112252	SAND	ENSDARP00000134287;	-
Danio_rerio	nr0b1	ENSDARG00000056541	Miscellaneous	ENSDARP00000105523;	100001692
Danio_rerio	FP326649.1	ENSDARG00000088820	zf-C2H2	ENSDARP00000141615;	-
Danio_rerio	zeb2a	ENSDARG00000062338	zf-C2H2	ENSDARP00000152334;ENSDARP00000156250;ENSDARP00000143681;ENSDARP00000105699;ENSDARP00000104669;	100003889
Danio_rerio	znf1065	ENSDARG00000105019	zf-C2H2	ENSDARP00000110141;ENSDARP00000109074;ENSDARP00000134565;ENSDARP00000144322;	-
Danio_rerio	znf1055	ENSDARG00000086449	zf-C2H2	ENSDARP00000125525;	-
Danio_rerio	thap1	ENSDARG00000059020	THAP	ENSDARP00000153042;ENSDARP00000138736;	692315
Danio_rerio	cebpg	ENSDARG00000036073	TF_bZIP	ENSDARP00000052364;ENSDARP00000120597;	140816
Danio_rerio	nr0b2a	ENSDARG00000044685	Miscellaneous	ENSDARP00000124074;	403010
Danio_rerio	smad6a	ENSDARG00000053209	MH1	ENSDARP00000112408;	116992
Danio_rerio	znf1002	ENSDARG00000115326	zf-C2H2	ENSDARP00000114259;	-
Danio_rerio	dlx4b	ENSDARG00000071560	Homeobox	ENSDARP00000096665;	30581
Danio_rerio	FO681288.3	ENSDARG00000111043	ESR-like	ENSDARP00000149478;	-
Danio_rerio	mecp2	ENSDARG00000014218	MBD	ENSDARP00000109399;ENSDARP00000040671;	335250
Danio_rerio	si:dkey-247i3	ENSDARG00000094308	zf-C2H2	ENSDARP00000125285;	-
Danio_rerio	etv5b	ENSDARG00000044511	ETS	ENSDARP00000151302;ENSDARP00000149157;ENSDARP00000151752;ENSDARP00000065360;	30452
Danio_rerio	CABZ01002768.1	ENSDARG00000098901	zf-C2H2	ENSDARP00000134541;ENSDARP00000134286;	-
Danio_rerio	onecut2	ENSDARG00000090387	CUT	ENSDARP00000126061;	100000073
Danio_rerio	znf142	ENSDARG00000061373	zf-C2H2	ENSDARP00000116080;ENSDARP00000157646;	561536
Danio_rerio	si:dkey-7i4	ENSDARG00000097627	zf-C2H2	ENSDARP00000128590;	-
Danio_rerio	zbtb41	ENSDARG00000054984	ZBTB	ENSDARP00000129854;ENSDARP00000129854;ENSDARP00000084051;ENSDARP00000084051;	573743
Danio_rerio	sox1b	ENSDARG00000008131	HMG	ENSDARP00000026510;	562710
Danio_rerio	foxi1	ENSDARG00000104566	Fork_head	ENSDARP00000133283;	353313
Danio_rerio	cebp1	ENSDARG00000101096	TF_bZIP	ENSDARP00000142714;	114453
Danio_rerio	osr1	ENSDARG00000014091	zf-C2H2	ENSDARP00000146147;ENSDARP00000023564;	450059
Danio_rerio	stat6	ENSDARG00000115859	STAT	ENSDARP00000141270;ENSDARP00000143688;	-
Danio_rerio	BX284691.2	ENSDARG00000111273	bHLH	ENSDARP00000144732;	-
Danio_rerio	si:ch73-376l24	ENSDARG00000092508	MYB	ENSDARP00000120656;ENSDARP00000144563;	100333053
Danio_rerio	FO704858.1	ENSDARG00000091679	zf-C2H2	ENSDARP00000106540;	-
Danio_rerio	znf1080	ENSDARG00000101524	zf-C2H2	ENSDARP00000135596;	-
Danio_rerio	CR356227.1	ENSDARG00000088961	zf-C2H2	ENSDARP00000111369;	-
Danio_rerio	myca	ENSDARG00000045695	bHLH	ENSDARP00000148965;ENSDARP00000100455;	-
Danio_rerio	max	ENSDARG00000024844	bHLH	ENSDARP00000046034;ENSDARP00000111552;ENSDARP00000114266;ENSDARP00000115643;ENSDARP00000119638;	30467
Danio_rerio	hnf4g	ENSDARG00000071565	RXR-like	ENSDARP00000066643;ENSDARP00000134134;ENSDARP00000120982;	557104
Danio_rerio	si:ch211-241n15	ENSDARG00000088915	zf-C2H2	ENSDARP00000107898;	-
Danio_rerio	zbtb33	ENSDARG00000071467	ZBTB	ENSDARP00000096464;ENSDARP00000096464;	562507
Danio_rerio	sp4	ENSDARG00000005186	zf-C2H2	ENSDARP00000088299;ENSDARP00000150009;	387291
Danio_rerio	osr2	ENSDARG00000038006	zf-C2H2	ENSDARP00000055394;ENSDARP00000146708;	550389
Danio_rerio	ved	ENSDARG00000102389	Homeobox	ENSDARP00000140685;	368201
Danio_rerio	dmrt1	ENSDARG00000007349	DM	ENSDARP00000108943;ENSDARP00000107644;ENSDARP00000143922;ENSDARP00000111713;ENSDARP00000106011;ENSDARP00000044360;	402923
Danio_rerio	crema	ENSDARG00000023217	TF_bZIP	ENSDARP00000116638;ENSDARP00000021338;ENSDARP00000112661;	555432
Danio_rerio	znf1052	ENSDARG00000104074	zf-C2H2	ENSDARP00000135750;	-
Danio_rerio	pou6f2	ENSDARG00000086362	Pou	ENSDARP00000120553;	100001518
Danio_rerio	mta2	ENSDARG00000013031	zf-GATA	ENSDARP00000142723;ENSDARP00000071581;ENSDARP00000119097;	326078
Danio_rerio	six3a	ENSDARG00000058008	Homeobox	ENSDARP00000075254;	30635
Danio_rerio	hoxc4a	ENSDARG00000070338	Homeobox	ENSDARP00000093906;	30345
Danio_rerio	evx1	ENSDARG00000100087	Homeobox	ENSDARP00000141114;ENSDARP00000141234;ENSDARP00000157400;	30499
Danio_rerio	foxf2a	ENSDARG00000017195	Fork_head	ENSDARP00000015671;	407681
Danio_rerio	BX470259.5	ENSDARG00000116723	zf-C2H2	ENSDARP00000137684;	-
Danio_rerio	si:dkeyp-82b4	ENSDARG00000100653	zf-C2H2	ENSDARP00000136676;	-
Danio_rerio	nkx3	ENSDARG00000037639	Homeobox	ENSDARP00000054821;	337865
Danio_rerio	si:ch211-154o6	ENSDARG00000109908	zf-C2H2	ENSDARP00000153933;	-
Danio_rerio	her9	ENSDARG00000056438	bHLH	ENSDARP00000073394;	140613
Danio_rerio	si:dkey-250d21	ENSDARG00000042492	THAP	ENSDARP00000062310;ENSDARP00000110858;	-
Danio_rerio	pias1b	ENSDARG00000062445	zf-MIZ	ENSDARP00000084743;ENSDARP00000128322;	562982
Danio_rerio	tfap2e	ENSDARG00000008861	AP-2	ENSDARP00000140065;ENSDARP00000007990;ENSDARP00000153493;	393794
Danio_rerio	csrnp1b	ENSDARG00000038429	CSRNP_N	ENSDARP00000112890;ENSDARP00000056081;ENSDARP00000098740;	322795
Danio_rerio	znf1010	ENSDARG00000093143	zf-C2H2	ENSDARP00000127779;	100148686
Danio_rerio	tbx20	ENSDARG00000005150	T-box	ENSDARP00000026669;	57936
Danio_rerio	twist3	ENSDARG00000019646	bHLH	ENSDARP00000010424;	30176
Danio_rerio	zic3	ENSDARG00000071497	zf-C2H2	ENSDARP00000096539;	368263
Danio_rerio	si:cabz01054394	ENSDARG00000098324	zf-C2H2	ENSDARP00000143106;ENSDARP00000133485;	101885937
Danio_rerio	BX005085.5	ENSDARG00000114108	zf-C2H2	ENSDARP00000143807;	-
Danio_rerio	si:ch73-367f21	ENSDARG00000089503	zf-C2H2	ENSDARP00000126157;	-
Danio_rerio	hes2	ENSDARG00000068168	bHLH	ENSDARP00000120678;	751634
Danio_rerio	AL935304.4	ENSDARG00000111963	zf-C2H2	ENSDARP00000156508;	-
Danio_rerio	nfe2l1a	ENSDARG00000030616	TF_bZIP	ENSDARP00000094757;	405781
Danio_rerio	batf3	ENSDARG00000042577	TF_bZIP	ENSDARP00000121111;	751677
Danio_rerio	emx2	ENSDARG00000039701	Homeobox	ENSDARP00000058035;	30537
Danio_rerio	sox12	ENSDARG00000025847	HMG	ENSDARP00000115489;	562381
Danio_rerio	mlx	ENSDARG00000037891	bHLH	ENSDARP00000126554;	554119
Danio_rerio	AL954322.4	ENSDARG00000113067	T-box	ENSDARP00000150610;	-
Danio_rerio	znf362b	ENSDARG00000062231	zf-C2H2	ENSDARP00000084183;	100038768
Danio_rerio	zgc:113030	ENSDARG00000069869	zf-C2H2	ENSDARP00000074886;	553738
Danio_rerio	si:dkey-5n7	ENSDARG00000102339	zf-BED	ENSDARP00000135987;	796802
Danio_rerio	rxraa	ENSDARG00000057737	RXR-like	ENSDARP00000122034;ENSDARP00000074930;	555578
Danio_rerio	nr2f1a	ENSDARG00000052695	RXR-like	ENSDARP00000116750;	30418
Danio_rerio	CU570689.2	ENSDARG00000105713	zf-C2H2	ENSDARP00000143137;ENSDARP00000143192;	571254
Danio_rerio	hoxb7a	ENSDARG00000056030	Homeobox	ENSDARP00000072915;ENSDARP00000115319;	58044
Danio_rerio	znf1093	ENSDARG00000112541	zf-C2H2	ENSDARP00000130147;	-
Danio_rerio	im:7142702	ENSDARG00000116556	zf-C2H2	ENSDARP00000153465;	100330974
Danio_rerio	si:dkey-4e4	ENSDARG00000096026	zf-C2H2	ENSDARP00000125354;	-
Danio_rerio	AL844847.3	ENSDARG00000111231	bHLH	ENSDARP00000150865;ENSDARP00000149716;ENSDARP00000156486;ENSDARP00000148342;	-
Danio_rerio	snai2	ENSDARG00000040046	zf-C2H2	ENSDARP00000058570;	494038
Danio_rerio	znf408	ENSDARG00000036043	zf-C2H2	ENSDARP00000052328;	108004540
Danio_rerio	LO018191.1	ENSDARG00000116769	zf-C2H2	ENSDARP00000147743;	-
Danio_rerio	zgc:113364	ENSDARG00000037192	THAP	ENSDARP00000054087;	548339
Danio_rerio	AL844172.1	ENSDARG00000113841	THAP	ENSDARP00000149234;	559910
Danio_rerio	BX548053.1	ENSDARG00000112509	ETS	ENSDARP00000146637;	-
Danio_rerio	si:dkey-262g12	ENSDARG00000094612	zf-C2H2	ENSDARP00000125547;ENSDARP00000125374;	100534843
Danio_rerio	tp63	ENSDARG00000044356	P53	ENSDARP00000140981;ENSDARP00000065134;ENSDARP00000107767;ENSDARP00000132905;ENSDARP00000065136;ENSDARP00000106582;ENSDARP00000108362;ENSDARP00000155750;	260407
Danio_rerio	uncx4	ENSDARG00000037760	Homeobox	ENSDARP00000055008;	553947
Danio_rerio	dlx6a	ENSDARG00000042291	Homeobox	ENSDARP00000123729;ENSDARP00000093553;ENSDARP00000124583;	30586
Danio_rerio	zgc:66474	ENSDARG00000026453	zf-C2H2	ENSDARP00000011194;ENSDARP00000099289;	327500
Danio_rerio	tulp4b	ENSDARG00000063056	Tub	ENSDARP00000129724;ENSDARP00000086251;	562633
Danio_rerio	BX927212.1	ENSDARG00000114187	zf-C2H2	ENSDARP00000156188;	-
Danio_rerio	znf1018	ENSDARG00000113141	zf-C2H2	ENSDARP00000131213;ENSDARP00000133976;ENSDARP00000106444;ENSDARP00000125166;ENSDARP00000156979;ENSDARP00000135793;ENSDARP00000154517;ENSDARP00000151378;ENSDARP00000145767;	-
Danio_rerio	zfp36l1a	ENSDARG00000016154	zf-CCCH	ENSDARP00000025205;	561280
Danio_rerio	tbx3a	ENSDARG00000002216	T-box	ENSDARP00000025722;	556870
Danio_rerio	znf1119	ENSDARG00000116181	zf-C2H2	ENSDARP00000114164;	-
Danio_rerio	si:dkeyp-69b9	ENSDARG00000014825	zf-C2H2	ENSDARP00000135742;ENSDARP00000136947;ENSDARP00000138511;	100148274
Danio_rerio	six6a	ENSDARG00000025187	Homeobox	ENSDARP00000030834;ENSDARP00000098430;	394080
Danio_rerio	dharma	ENSDARG00000040955	Homeobox	ENSDARP00000060017;	30170
Danio_rerio	nkx6	ENSDARG00000060529	Homeobox	ENSDARP00000119879;ENSDARP00000079830;	558978
Danio_rerio	si:dkeyp-77c4	ENSDARG00000109466	zf-C2H2	ENSDARP00000128061;	-
Danio_rerio	sox7	ENSDARG00000030125	HMG	ENSDARP00000146439;ENSDARP00000147155;ENSDARP00000108471;	394203
Danio_rerio	heyl	ENSDARG00000055798	bHLH	ENSDARP00000072659;	335134
Danio_rerio	foxa	ENSDARG00000087094	Fork_head	ENSDARP00000106086;ENSDARP00000133118;	30539
Danio_rerio	isl1	ENSDARG00000004023	Homeobox	ENSDARP00000012903;	30147
Danio_rerio	CABZ01081752.2	ENSDARG00000102800	zf-C2H2	ENSDARP00000132644;	-
Danio_rerio	plagx	ENSDARG00000036855	zf-C2H2	ENSDARP00000053508;	664689
Danio_rerio	eve1	ENSDARG00000056012	Homeobox	ENSDARP00000115133;ENSDARP00000072887;	30335
Danio_rerio	dbx1b	ENSDARG00000113468	Homeobox	ENSDARP00000157556;	-
Danio_rerio	si:ch211-162i8	ENSDARG00000111716	zf-C2H2	ENSDARP00000125283;	-
Danio_rerio	mier1a	ENSDARG00000041072	MYB	ENSDARP00000060168;	321690
Danio_rerio	znf536	ENSDARG00000103648	zf-C2H2	ENSDARP00000130333;ENSDARP00000148121;ENSDARP00000134511;ENSDARP00000147652;	565481
Danio_rerio	patz1	ENSDARG00000076584	ZBTB	ENSDARP00000129407;ENSDARP00000129407;ENSDARP00000155487;ENSDARP00000155487;	560290
Danio_rerio	znf1169	ENSDARG00000112141	zf-C2H2	ENSDARP00000135267;	-
Danio_rerio	gata2a	ENSDARG00000059327	zf-GATA	ENSDARP00000076860;ENSDARP00000076855;	30480
Danio_rerio	lmx1bb	ENSDARG00000068365	Homeobox	ENSDARP00000070894;ENSDARP00000154005;	554360
Danio_rerio	BX649598.1	ENSDARG00000109542	zf-C2H2	ENSDARP00000157093;	-
Danio_rerio	lrrfip1b	ENSDARG00000095170	LRRFIP	ENSDARP00000137539;ENSDARP00000113244;ENSDARP00000116709;	100321881
Danio_rerio	sp3b	ENSDARG00000007812	zf-C2H2	ENSDARP00000017607;ENSDARP00000156629;ENSDARP00000126293;ENSDARP00000126014;	322961
Danio_rerio	znf1074	ENSDARG00000099670	zf-C2H2	ENSDARP00000133728;	-
Danio_rerio	AL929010.1	ENSDARG00000111061	Fork_head	ENSDARP00000153936;	-
Danio_rerio	onecutl	ENSDARG00000040253	CUT	ENSDARP00000124289;ENSDARP00000143806;	246225
Danio_rerio	arid1aa	ENSDARG00000101710	ARID	ENSDARP00000141144;ENSDARP00000134422;	100141358
Danio_rerio	znf1104	ENSDARG00000100335	zf-C2H2	ENSDARP00000130740;	-
Danio_rerio	CABZ01066720.1	ENSDARG00000106565	zf-C2H2	ENSDARP00000157639;	-
Danio_rerio	sim1a	ENSDARG00000023316	bHLH	ENSDARP00000151913;ENSDARP00000033085;	260351
Danio_rerio	CABZ01067175.1	ENSDARG00000100401	Homeobox	ENSDARP00000131620;	100008066
Danio_rerio	dmtf1	ENSDARG00000025824	MYB	ENSDARP00000152372;ENSDARP00000114863;ENSDARP00000145142;ENSDARP00000028305;	436938
Danio_rerio	znf740b	ENSDARG00000061174	zf-C2H2	ENSDARP00000113111;ENSDARP00000113405;	767693
Danio_rerio	arnt	ENSDARG00000115999	bHLH	ENSDARP00000149055;ENSDARP00000110017;	-
Danio_rerio	si:ch211-255f4	ENSDARG00000111614	zf-C2H2	ENSDARP00000132329;	-
Danio_rerio	si:ch211-241b2	ENSDARG00000100686	zf-C2H2	ENSDARP00000137735;	100150909
Danio_rerio	hmx4	ENSDARG00000007941	Homeobox	ENSDARP00000010904;	751654
Danio_rerio	si:dkey-20i20	ENSDARG00000095455	zf-C2H2	ENSDARP00000122759;	-
Danio_rerio	mespaa	ENSDARG00000114890	bHLH	ENSDARP00000152867;	-
Danio_rerio	CR812847.6	ENSDARG00000116714	Homeobox	ENSDARP00000146707;	-
Danio_rerio	arid3c	ENSDARG00000067729	ARID	ENSDARP00000088317;	569444
Danio_rerio	ebf3a	ENSDARG00000100244	COE	ENSDARP00000143395;ENSDARP00000133654;ENSDARP00000137939;	567751
Danio_rerio	evx2	ENSDARG00000059255	Homeobox	ENSDARP00000076765;	30479
Danio_rerio	sinhcafl	ENSDARG00000095007	zf-BED	ENSDARP00000114767;ENSDARP00000120516;	108179061
Danio_rerio	barx2	ENSDARG00000041098	Homeobox	ENSDARP00000120269;ENSDARP00000150338;ENSDARP00000153145;ENSDARP00000156198;	100002200
Danio_rerio	mitfa	ENSDARG00000003732	bHLH	ENSDARP00000114096;ENSDARP00000056456;	30080
Danio_rerio	ssrp1b	ENSDARG00000016994	HMG	ENSDARP00000118787;ENSDARP00000150999;ENSDARP00000014032;	449949
Danio_rerio	gli2b	ENSDARG00000020884	zf-C2H2	ENSDARP00000015266;	548610
Danio_rerio	znf1139	ENSDARG00000113769	zf-C2H2	ENSDARP00000131557;ENSDARP00000135174;	-
Danio_rerio	prrx1b	ENSDARG00000042027	Homeobox	ENSDARP00000061587;ENSDARP00000115613;	337089
Danio_rerio	six2a	ENSDARG00000058004	Homeobox	ENSDARP00000075251;	83415
Danio_rerio	si:dkey-233e3	ENSDARG00000114558	zf-C2H2	ENSDARP00000140838;	-
Danio_rerio	meox1	ENSDARG00000007891	Homeobox	ENSDARP00000096438;	436723
Danio_rerio	scxb	ENSDARG00000011635	bHLH	ENSDARP00000027441;	567817
Danio_rerio	barhl2	ENSDARG00000104361	Homeobox	ENSDARP00000137279;	100001699
Danio_rerio	BX005085.4	ENSDARG00000110003	zf-C2H2	ENSDARP00000153094;	-
Danio_rerio	myclb	ENSDARG00000034956	bHLH	ENSDARP00000150895;ENSDARP00000094300;	567762
Danio_rerio	FQ377628.2	ENSDARG00000111969	HMG	ENSDARP00000151118;	-
Danio_rerio	hoxb8a	ENSDARG00000056027	Homeobox	ENSDARP00000046637;	30343
Danio_rerio	znf1056	ENSDARG00000100329	zf-C2H2	ENSDARP00000136616;	-
Danio_rerio	dachb	ENSDARG00000034785	DACH	ENSDARP00000046282;	192122
Danio_rerio	si:ch73-127m5	ENSDARG00000096797	AP-2	ENSDARP00000127230;	561202
Danio_rerio	znf1118	ENSDARG00000100112	zf-C2H2	ENSDARP00000139776;ENSDARP00000131075;	-
Danio_rerio	foxo6a	ENSDARG00000100486	Fork_head	ENSDARP00000139577;	561541
Danio_rerio	prdm4	ENSDARG00000017366	zf-C2H2	ENSDARP00000118918;ENSDARP00000099506;	100000537
Danio_rerio	clocka	ENSDARG00000011703	bHLH	ENSDARP00000126787;ENSDARP00000014377;	30140
Danio_rerio	arid3a	ENSDARG00000070843	ARID	ENSDARP00000143781;	562799
Danio_rerio	zbtb34	ENSDARG00000013492	ZBTB	ENSDARP00000116712;ENSDARP00000116712;	100004439
Danio_rerio	znf219	ENSDARG00000079738	zf-C2H2	ENSDARP00000097852;	102997060
Danio_rerio	si:ch211-262e15	ENSDARG00000011609	Fork_head	ENSDARP00000016330;	798356
Danio_rerio	irf7	ENSDARG00000045661	IRF	ENSDARP00000125556;ENSDARP00000094398;	393650
Danio_rerio	si:ch211-191d2	ENSDARG00000090836	zf-C2H2	ENSDARP00000155040;ENSDARP00000124764;	101882796
Danio_rerio	cth1	ENSDARG00000057328	zf-CCCH	ENSDARP00000092374;	30114
Danio_rerio	myclb	ENSDARG00000110185	bHLH	ENSDARP00000144989;	-
Danio_rerio	creb3l3l	ENSDARG00000020926	TF_bZIP	ENSDARP00000024846;	406853
Danio_rerio	si:dkeyp-82b4	ENSDARG00000115588	zf-C2H2	ENSDARP00000152034;ENSDARP00000140929;ENSDARP00000153986;ENSDARP00000135141;ENSDARP00000104990;ENSDARP00000131128;ENSDARP00000151636;ENSDARP00000138965;	-
Danio_rerio	hnf1ba	ENSDARG00000006615	Homeobox	ENSDARP00000119593;	792391
