zf_xp_gene	xp_gene	zf_gene
zf_xp_gene_7113	grm1	ENSDARG00000098320
zf_xp_gene_7114	grm2-like	ENSDARG00000004150
zf_xp_gene_7115	grm3	ENSDARG00000031712
zf_xp_gene_7116	grm7	ENSDARG00000100267
zf_xp_gene_7117	grpel1	ENSDARG00000010021
zf_xp_gene_7118	grpel2	ENSDARG00000069421
zf_xp_gene_7119	grpr	ENSDARG00000056620
zf_xp_gene_7120	grtp1	ENSDARG00000029936
zf_xp_gene_7121	grtp1	ENSDARG00000030269
zf_xp_gene_7122	grwd1	ENSDARG00000004806
zf_xp_gene_7123	gsap-like	ENSDARG00000045481
zf_xp_gene_7124	gsc	ENSDARG00000059073
zf_xp_gene_7125	gse1-like	ENSDARG00000062199
zf_xp_gene_7126	gse1-like	ENSDARG00000062020
zf_xp_gene_7127	gsg1l	ENSDARG00000037390
zf_xp_gene_7128	gsk3a	ENSDARG00000015681
zf_xp_gene_7129	gsk3a	ENSDARG00000029501
zf_xp_gene_7130	gskip	ENSDARG00000038099
zf_xp_gene_7131	gsn	ENSDARG00000045262
zf_xp_gene_7132	gsn	ENSDARG00000011459
zf_xp_gene_7133	gsr	ENSDARG00000019236
zf_xp_gene_7134	gsta4	ENSDARG00000103019
zf_xp_gene_7135	gstcd-like	ENSDARG00000036494
zf_xp_gene_7136	gsx1	ENSDARG00000035735
zf_xp_gene_7137	gsx2	ENSDARG00000043322
zf_xp_gene_7138	gtdc1	ENSDARG00000020642
zf_xp_gene_7139	gtf2a2	ENSDARG00000053685
zf_xp_gene_7140	gtf2b	ENSDARG00000103578
zf_xp_gene_7141	gtf2e1	ENSDARG00000000542
zf_xp_gene_7142	gtf2e2	ENSDARG00000012672
zf_xp_gene_7143	gtf2f1	ENSDARG00000032129
zf_xp_gene_7144	gtf2f2	ENSDARG00000006816
zf_xp_gene_7145	gtf2f2	ENSDARG00000069910
zf_xp_gene_7146	gtf2h1	ENSDARG00000026701
zf_xp_gene_7147	gtf2h2	ENSDARG00000016514
zf_xp_gene_7148	gtf2h3	ENSDARG00000067560
zf_xp_gene_7149	gtf2h5	ENSDARG00000056099
zf_xp_gene_7150	gtf2ird1-like	ENSDARG00000022203
zf_xp_gene_7151	gtf3a	ENSDARG00000071583
zf_xp_gene_7152	gtf3a	ENSDARG00000030267
zf_xp_gene_7153	gtf3c2	ENSDARG00000004574
zf_xp_gene_7154	gtf3c3	ENSDARG00000043247
zf_xp_gene_7155	gtf3c4	ENSDARG00000069538
zf_xp_gene_7156	gtf3c5	ENSDARG00000067979
zf_xp_gene_7157	gtf3c6	ENSDARG00000043301
zf_xp_gene_7158	gtpbp10	ENSDARG00000040300
zf_xp_gene_7159	gtpbp3-like	ENSDARG00000018650
zf_xp_gene_7160	gtpbp6	ENSDARG00000061091
zf_xp_gene_7161	guca1b-like	ENSDARG00000013393
zf_xp_gene_7162	gucy1a2	ENSDARG00000093185
zf_xp_gene_7163	gucy2c	ENSDARG00000014320
zf_xp_gene_7164	guf1-like	ENSDARG00000029088
zf_xp_gene_7165	gusb	ENSDARG00000063126
zf_xp_gene_7166	gxylt2	ENSDARG00000044191
zf_xp_gene_7167	h6pd	ENSDARG00000060153
zf_xp_gene_7168	haao	ENSDARG00000076487
zf_xp_gene_7169	habp4	ENSDARG00000025174
zf_xp_gene_7170	hace1	ENSDARG00000062280
zf_xp_gene_7171	hacl1	ENSDARG00000020529
zf_xp_gene_7172	hadh	ENSDARG00000030765
zf_xp_gene_7173	hadha	ENSDARG00000060594
zf_xp_gene_7174	hadha	ENSDARG00000057128
zf_xp_gene_7175	hagh	ENSDARG00000025338
zf_xp_gene_7176	haghl	ENSDARG00000025338
zf_xp_gene_7177	hand2	ENSDARG00000008305
zf_xp_gene_7178	hao2	ENSDARG00000027992
zf_xp_gene_7179	hap1	ENSDARG00000041304
zf_xp_gene_7180	hapln1	ENSDARG00000068516
zf_xp_gene_7181	hapln2	ENSDARG00000003903
zf_xp_gene_7182	hapln4	ENSDARG00000018542
zf_xp_gene_7183	has1	ENSDARG00000042983
zf_xp_gene_7184	has2	ENSDARG00000036987
zf_xp_gene_7185	has3	ENSDARG00000057210
zf_xp_gene_7186	hat1	ENSDARG00000034916
zf_xp_gene_7187	haus4	ENSDARG00000016594
zf_xp_gene_7188	haus6	ENSDARG00000101652
zf_xp_gene_7189	haus7	ENSDARG00000037432
zf_xp_gene_7190	haus8	ENSDARG00000109646
zf_xp_gene_7191	hbegf	ENSDARG00000031246
zf_xp_gene_7192	hbegf	ENSDARG00000075121
zf_xp_gene_7193	hbp1	ENSDARG00000028517
zf_xp_gene_7194	hbs1l	ENSDARG00000036778
zf_xp_gene_7195	hccs-like	ENSDARG00000099358
zf_xp_gene_7196	hccs-like	ENSDARG00000028131
zf_xp_gene_7197	hck	ENSDARG00000058647
zf_xp_gene_7198	hcn1	ENSDARG00000104480
zf_xp_gene_7199	hcn2	ENSDARG00000116404
zf_xp_gene_7200	hcn2	ENSDARG00000061665
zf_xp_gene_7201	hcn4	ENSDARG00000061685
zf_xp_gene_7202	hcn4	ENSDARG00000074419
zf_xp_gene_7203	hdac10	ENSDARG00000086458
zf_xp_gene_7204	hdac4	ENSDARG00000098349
zf_xp_gene_7205	hdac5	ENSDARG00000075139
zf_xp_gene_7206	hdac6-like	ENSDARG00000008384
zf_xp_gene_7207	hdac9	ENSDARG00000056642
zf_xp_gene_7208	hdc-like	ENSDARG00000075454
zf_xp_gene_7209	hddc2-like	ENSDARG00000034957
zf_xp_gene_7210	hddc3	ENSDARG00000020473
zf_xp_gene_7211	hdhd1	ENSDARG00000027826
zf_xp_gene_7212	hdhd2	ENSDARG00000024728
zf_xp_gene_7213	hdlbp	ENSDARG00000009830
zf_xp_gene_7214	hdx	ENSDARG00000079382
zf_xp_gene_7215	heatr2-like	ENSDARG00000104886
zf_xp_gene_7216	heatr3	ENSDARG00000036076
zf_xp_gene_7217	heatr4	ENSDARG00000090753
zf_xp_gene_7218	heatr5a	ENSDARG00000023999
zf_xp_gene_7219	heatr5b	ENSDARG00000059116
zf_xp_gene_7220	heca	ENSDARG00000042877
zf_xp_gene_7221	hectd1	ENSDARG00000054213
zf_xp_gene_7222	hectd2	ENSDARG00000061194
zf_xp_gene_7223	hectd3	ENSDARG00000038905
zf_xp_gene_7224	hectd4	ENSDARG00000101079
zf_xp_gene_7225	helb	ENSDARG00000053127
zf_xp_gene_7226	hells	ENSDARG00000057738
zf_xp_gene_7227	helq-like	ENSDARG00000079818
zf_xp_gene_7228	helz	ENSDARG00000030560
zf_xp_gene_7229	hemk1	ENSDARG00000078894
zf_xp_gene_7230	henmt1	ENSDARG00000018871
zf_xp_gene_7231	hepacam	ENSDARG00000056934
zf_xp_gene_7232	hepacam2	ENSDARG00000061365
zf_xp_gene_7233	hephl1	ENSDARG00000101385
zf_xp_gene_7234	herc1-like	ENSDARG00000077901
zf_xp_gene_7235	herc2	ENSDARG00000073841
zf_xp_gene_7236	herc3-like	ENSDARG00000075887
zf_xp_gene_7237	herpud1	ENSDARG00000024314
zf_xp_gene_7238	herpud2	ENSDARG00000021033
zf_xp_gene_7239	hes1	ENSDARG00000006514
zf_xp_gene_7240	hes2	ENSDARG00000074897
zf_xp_gene_7241	hes2	ENSDARG00000068168
zf_xp_gene_7242	hes3-like	ENSDARG00000076857
zf_xp_gene_7243	hes4	ENSDARG00000056438
zf_xp_gene_7244	hey1	ENSDARG00000070538
zf_xp_gene_7245	hey2	ENSDARG00000013441
zf_xp_gene_7246	hfm1	ENSDARG00000104288
zf_xp_gene_7247	hgd	ENSDARG00000058005
zf_xp_gene_7248	hgf	ENSDARG00000045544
zf_xp_gene_7249	hgh1	ENSDARG00000101259
zf_xp_gene_7250	hgs	ENSDARG00000020960
zf_xp_gene_7251	hgsnat	ENSDARG00000077804
zf_xp_gene_7252	hhat	ENSDARG00000074428
zf_xp_gene_7253	hhatl	ENSDARG00000005139
zf_xp_gene_7254	hhatl	ENSDARG00000039051
zf_xp_gene_7255	hhex	ENSDARG00000098231
zf_xp_gene_7256	hhip	ENSDARG00000060397
zf_xp_gene_7257	hhipl2	ENSDARG00000060008
zf_xp_gene_7258	hibadh	ENSDARG00000007959
zf_xp_gene_7259	hibch	ENSDARG00000054867
zf_xp_gene_7260	hic1	ENSDARG00000026453
zf_xp_gene_7261	hic1	ENSDARG00000055493
zf_xp_gene_7262	hic2	ENSDARG00000045660
zf_xp_gene_7263	hic2	ENSDARG00000100497
zf_xp_gene_7264	hid1	ENSDARG00000021846
zf_xp_gene_7265	hid1	ENSDARG00000100583
zf_xp_gene_7266	hif1an	ENSDARG00000031915
zf_xp_gene_7267	higd1a	ENSDARG00000022303
zf_xp_gene_7268	higd1b	ENSDARG00000022303
zf_xp_gene_7269	higd1c	ENSDARG00000022303
zf_xp_gene_7270	hinfp	ENSDARG00000004851
zf_xp_gene_7271	hint1	ENSDARG00000103926
zf_xp_gene_7272	hint3	ENSDARG00000074286
zf_xp_gene_7273	hip1	ENSDARG00000062972
zf_xp_gene_7274	hip1r	ENSDARG00000060627
zf_xp_gene_7275	hip1r	ENSDARG00000102458
zf_xp_gene_7276	hipk1	ENSDARG00000063594
zf_xp_gene_7277	hipk3	ENSDARG00000062082
zf_xp_gene_7278	hivep1	ENSDARG00000103658
zf_xp_gene_7279	hivep2	ENSDARG00000039987
zf_xp_gene_7280	hivep3	ENSDARG00000075928
zf_xp_gene_7281	hivep3	ENSDARG00000037154
zf_xp_gene_7282	hk1	ENSDARG00000039452
zf_xp_gene_7283	hk2	ENSDARG00000101482
zf_xp_gene_7284	hlcs-like	ENSDARG00000039934
zf_xp_gene_7285	hlf	ENSDARG00000074752
zf_xp_gene_7286	hlf	ENSDARG00000061011
zf_xp_gene_7287	hltf	ENSDARG00000026053
zf_xp_gene_7288	hlx	ENSDARG00000009134
zf_xp_gene_7289	hmbox1-like.1	ENSDARG00000027082
zf_xp_gene_7290	hmbox1-like.2	ENSDARG00000027082
zf_xp_gene_7291	hmces	ENSDARG00000077471
zf_xp_gene_7292	hmcn1	ENSDARG00000016936
zf_xp_gene_7293	hmg20a	ENSDARG00000031198
zf_xp_gene_7294	hmg20b	ENSDARG00000042045
zf_xp_gene_7295	hmga2.1	ENSDARG00000058978
zf_xp_gene_7296	hmgb3	ENSDARG00000006408
zf_xp_gene_7297	hmgb3	ENSDARG00000056725
zf_xp_gene_7298	hmgcll1-like	ENSDARG00000088740
zf_xp_gene_7299	hmgcr-like	ENSDARG00000052734
zf_xp_gene_7300	hmgcr-like	ENSDARG00000105206
zf_xp_gene_7301	hmgcs1	ENSDARG00000103025
zf_xp_gene_7302	hmgn2	ENSDARG00000099572
zf_xp_gene_7303	hmgxb4	ENSDARG00000075783
zf_xp_gene_7304	hmx1	ENSDARG00000095651
zf_xp_gene_7305	hmx2	ENSDARG00000070954
zf_xp_gene_7306	hmx3	ENSDARG00000070955
zf_xp_gene_7307	hmx3	ENSDARG00000096716
zf_xp_gene_7308	hnf1b	ENSDARG00000022295
zf_xp_gene_7309	hnf1b	ENSDARG00000006615
zf_xp_gene_7310	hnf4a-like	ENSDARG00000021494
zf_xp_gene_7311	hnf4a-like	ENSDARG00000104742
zf_xp_gene_7312	hnf4g	ENSDARG00000071565
zf_xp_gene_7313	hnmt	ENSDARG00000012796
zf_xp_gene_7314	hnrnpa3	ENSDARG00000036162
zf_xp_gene_7315	hnrnpa3	ENSDARG00000089302
zf_xp_gene_7316	hnrnph3	ENSDARG00000039466
zf_xp_gene_7317	hnrnpl	ENSDARG00000059303
zf_xp_gene_7318	hnrpk	ENSDARG00000007034
zf_xp_gene_7319	hnrpk	ENSDARG00000018914
zf_xp_gene_7320	hoga1	ENSDARG00000018944
zf_xp_gene_7321	homer2	ENSDARG00000059349
zf_xp_gene_7322	homez	ENSDARG00000024598
zf_xp_gene_7323	homez	ENSDARG00000054304
zf_xp_gene_7324	hook1	ENSDARG00000042946
zf_xp_gene_7325	hopx	ENSDARG00000089368
zf_xp_gene_7326	hormad1	ENSDARG00000040254
zf_xp_gene_7327	hoxa1	ENSDARG00000104307
zf_xp_gene_7328	hoxa11	ENSDARG00000104162
zf_xp_gene_7329	hoxa3	ENSDARG00000070339
zf_xp_gene_7330	hoxa3	ENSDARG00000103862
zf_xp_gene_7331	hoxa4	ENSDARG00000070338
zf_xp_gene_7332	hoxa5	ENSDARG00000102501
zf_xp_gene_7333	hoxa9	ENSDARG00000007941
zf_xp_gene_7334	hoxb2	ENSDARG00000000175
zf_xp_gene_7335	hoxb3	ENSDARG00000029263
zf_xp_gene_7336	hoxb4	ENSDARG00000013533
zf_xp_gene_7337	hoxb5	ENSDARG00000013057
zf_xp_gene_7338	hoxb5	ENSDARG00000054030
zf_xp_gene_7339	hoxb6	ENSDARG00000010630
zf_xp_gene_7340	hoxb8	ENSDARG00000054025
zf_xp_gene_7341	hoxb8	ENSDARG00000056027
zf_xp_gene_7342	hoxb9	ENSDARG00000056023
zf_xp_gene_7343	hoxc10	ENSDARG00000070348
zf_xp_gene_7344	hoxc11	ENSDARG00000070351
zf_xp_gene_7345	hoxc12	ENSDARG00000070352
zf_xp_gene_7346	hoxc12	ENSDARG00000103133
zf_xp_gene_7347	hoxc13	ENSDARG00000113877
zf_xp_gene_7348	hoxc13	ENSDARG00000070353
zf_xp_gene_7349	hoxc4	ENSDARG00000070338
zf_xp_gene_7350	hoxc5	ENSDARG00000070340
zf_xp_gene_7351	hoxc6	ENSDARG00000101954
zf_xp_gene_7352	hoxc6	ENSDARG00000070343
zf_xp_gene_7353	hoxc9	ENSDARG00000092809
zf_xp_gene_7354	hoxd10	ENSDARG00000057859
zf_xp_gene_7355	hoxd11	ENSDARG00000059267
zf_xp_gene_7356	hoxd11	ENSDARG00000102631
zf_xp_gene_7357	hoxd3	ENSDARG00000059280
zf_xp_gene_7358	hoxd4	ENSDARG00000059276
zf_xp_gene_7359	hoxd9	ENSDARG00000059274
zf_xp_gene_7360	hpca	ENSDARG00000022763
zf_xp_gene_7361	hpcal1	ENSDARG00000022763
zf_xp_gene_7362	hpd-like.1	ENSDARG00000044935
zf_xp_gene_7363	hpd-like.2	ENSDARG00000044935
zf_xp_gene_7364	hpdl	ENSDARG00000101010
zf_xp_gene_7365	hpgd	ENSDARG00000012016
zf_xp_gene_7366	hprt1	ENSDARG00000008884
zf_xp_gene_7367	hps1	ENSDARG00000026170
zf_xp_gene_7368	hps3	ENSDARG00000015749
zf_xp_gene_7369	hps4	ENSDARG00000013795
zf_xp_gene_7370	hps5	ENSDARG00000071062
zf_xp_gene_7371	hpse	ENSDARG00000063634
zf_xp_gene_7372	hras	ENSDARG00000013161
zf_xp_gene_7373	hras	ENSDARG00000098497
zf_xp_gene_7374	hras	ENSDARG00000005651
zf_xp_gene_7375	hs2st1	ENSDARG00000062008
zf_xp_gene_7376	hs2st1	ENSDARG00000099478
zf_xp_gene_7377	hs3st2	ENSDARG00000059616
zf_xp_gene_7378	hs3st3a1	ENSDARG00000099149
zf_xp_gene_7379	hs3st3a1	ENSDARG00000059948
zf_xp_gene_7380	hs6st1	ENSDARG00000071501
zf_xp_gene_7381	hs6st1	ENSDARG00000054754
zf_xp_gene_7382	hs6st3-like	ENSDARG00000071217
zf_xp_gene_7383	hs6st3-like	ENSDARG00000069500
zf_xp_gene_7384	hsbp1	ENSDARG00000069425
zf_xp_gene_7385	hsbp1	ENSDARG00000041921
zf_xp_gene_7386	hscb	ENSDARG00000075416
zf_xp_gene_7387	hsd11b1l	ENSDARG00000071377
zf_xp_gene_7388	hsd11b2	ENSDARG00000001975
zf_xp_gene_7389	hsd17b12	ENSDARG00000015709
zf_xp_gene_7390	hsd17b12	ENSDARG00000035872
zf_xp_gene_7391	hsd17b2	ENSDARG00000045553
zf_xp_gene_7392	hsd17b3	ENSDARG00000023287
zf_xp_gene_7393	hsd17b4	ENSDARG00000101239
zf_xp_gene_7394	hsd17b7	ENSDARG00000088140
zf_xp_gene_7395	hsd17b8	ENSDARG00000001169
zf_xp_gene_7396	hsdl2	ENSDARG00000002523
zf_xp_gene_7397	hsf2	ENSDARG00000053097
zf_xp_gene_7398	hsf2bp	ENSDARG00000035080
zf_xp_gene_7399	hsf4	ENSDARG00000013251
zf_xp_gene_7400	hsp90ab1	ENSDARG00000029150
zf_xp_gene_7401	hsp90ab1	ENSDARG00000010478
zf_xp_gene_7402	hsp90b1	ENSDARG00000003570
zf_xp_gene_7403	hspa12a-like	ENSDARG00000070603
zf_xp_gene_7404	hspa12b	ENSDARG00000030307
zf_xp_gene_7405	hspa13	ENSDARG00000040984
zf_xp_gene_7406	hspa14	ENSDARG00000058030
zf_xp_gene_7407	hspa2	ENSDARG00000056210
zf_xp_gene_7408	hspa2	ENSDARG00000029688
zf_xp_gene_7409	hspa2	ENSDARG00000055723
zf_xp_gene_7410	hspa2	ENSDARG00000021924
zf_xp_gene_7411	hspa2	ENSDARG00000092362
zf_xp_gene_7412	hspa4	ENSDARG00000018989
zf_xp_gene_7413	hspa4	ENSDARG00000004754
zf_xp_gene_7414	hspa8	ENSDARG00000068992
zf_xp_gene_7415	hspa8	ENSDARG00000037403
zf_xp_gene_7416	hspa9	ENSDARG00000003035
zf_xp_gene_7417	hspb1	ENSDARG00000041065
zf_xp_gene_7418	hspb2	ENSDARG00000052450
zf_xp_gene_7419	hspb3	ENSDARG00000067714
zf_xp_gene_7420	hspb6	ENSDARG00000101380
zf_xp_gene_7421	hspb8	ENSDARG00000058365
zf_xp_gene_7422	hspbp1	ENSDARG00000102937
zf_xp_gene_7423	hspd1	ENSDARG00000056160
zf_xp_gene_7424	hspe1	ENSDARG00000056167
zf_xp_gene_7425	htatip2	ENSDARG00000028386
zf_xp_gene_7426	htr1a	ENSDARG00000057098
zf_xp_gene_7427	htr1d	ENSDARG00000053987
zf_xp_gene_7428	htr1d	ENSDARG00000054124
zf_xp_gene_7429	htr2b	ENSDARG00000115925
zf_xp_gene_7430	htr2c-like	ENSDARG00000018228
zf_xp_gene_7431	htr2c-like	ENSDARG00000013210
zf_xp_gene_7432	htr3a	ENSDARG00000089212
zf_xp_gene_7433	htr3b	ENSDARG00000061749
zf_xp_gene_7434	htr6	ENSDARG00000016095
zf_xp_gene_7435	htra1	ENSDARG00000032831
zf_xp_gene_7436	htra1	ENSDARG00000014907
zf_xp_gene_7437	htra3	ENSDARG00000052895
zf_xp_gene_7438	htra3	ENSDARG00000010925
zf_xp_gene_7439	htt	ENSDARG00000052866
zf_xp_gene_7440	hus1	ENSDARG00000101611
zf_xp_gene_7441	huwe1	ENSDARG00000016782
zf_xp_gene_7442	hvcn1	ENSDARG00000040338
zf_xp_gene_7443	hyal1	ENSDARG00000059916
zf_xp_gene_7444	hyal2	ENSDARG00000059931
zf_xp_gene_7445	hyal2	ENSDARG00000062997
zf_xp_gene_7446	hyal4	ENSDARG00000051823
zf_xp_gene_7447	hyi	ENSDARG00000030166
zf_xp_gene_7448	hykk	ENSDARG00000074341
zf_xp_gene_7449	hykk	ENSDARG00000077610
zf_xp_gene_7450	hyou1	ENSDARG00000013670
zf_xp_gene_7451	hypk	ENSDARG00000059725
zf_xp_gene_7452	iah1	ENSDARG00000015765
zf_xp_gene_7453	iars2	ENSDARG00000044134
zf_xp_gene_7454	iba57	ENSDARG00000063446
zf_xp_gene_7455	ibtk-like	ENSDARG00000074424
zf_xp_gene_7456	icmt	ENSDARG00000020241
zf_xp_gene_7457	id2	ENSDARG00000055283
zf_xp_gene_7458	id3	ENSDARG00000054823
zf_xp_gene_7459	id4	ENSDARG00000045131
zf_xp_gene_7460	ide	ENSDARG00000075570
zf_xp_gene_7461	idh1	ENSDARG00000025375
zf_xp_gene_7462	idh2	ENSDARG00000003795
zf_xp_gene_7463	idh3a	ENSDARG00000030278
zf_xp_gene_7464	idh3b	ENSDARG00000044753
zf_xp_gene_7465	idh3g	ENSDARG00000023648
zf_xp_gene_7466	idi1	ENSDARG00000019976
zf_xp_gene_7467	ids	ENSDARG00000071699
zf_xp_gene_7468	idua	ENSDARG00000062904
zf_xp_gene_7469	ier2	ENSDARG00000086881
zf_xp_gene_7470	ier5l	ENSDARG00000054906
zf_xp_gene_7471	iffo1-like	ENSDARG00000062108
zf_xp_gene_7472	iffo1-like	ENSDARG00000062976
zf_xp_gene_7473	ifi35	ENSDARG00000075643
zf_xp_gene_7474	ifitm10-like	ENSDARG00000092616
zf_xp_gene_7475	ifnar1	ENSDARG00000078042
zf_xp_gene_7476	ifngr1	ENSDARG00000074771
zf_xp_gene_7477	ifngr1	ENSDARG00000087131
zf_xp_gene_7478	ifngr1	ENSDARG00000100383
zf_xp_gene_7479	ifngr1	ENSDARG00000099342
zf_xp_gene_7480	ifngr1	ENSDARG00000039439
zf_xp_gene_7481	ifngr1	ENSDARG00000075181
zf_xp_gene_7482	ifrd1	ENSDARG00000068708
zf_xp_gene_7483	ift140	ENSDARG00000031886
zf_xp_gene_7484	ift20	ENSDARG00000040556
zf_xp_gene_7485	ift22	ENSDARG00000020822
zf_xp_gene_7486	ift46-like	ENSDARG00000011240
zf_xp_gene_7487	ift52	ENSDARG00000045025
zf_xp_gene_7488	ift57	ENSDARG00000021022
zf_xp_gene_7489	ift74	ENSDARG00000023495
zf_xp_gene_7490	ift80	ENSDARG00000038879
zf_xp_gene_7491	ift81	ENSDARG00000007444
zf_xp_gene_7492	ift88	ENSDARG00000027234
zf_xp_gene_7493	igbp1	ENSDARG00000002184
zf_xp_gene_7494	igdcc3	ENSDARG00000075158
zf_xp_gene_7495	igdcc4-like	ENSDARG00000076919
zf_xp_gene_7496	igf2r	ENSDARG00000006094
zf_xp_gene_7497	igfals	ENSDARG00000037836
zf_xp_gene_7498	igfbp1	ENSDARG00000038666
zf_xp_gene_7499	igfbp1	ENSDARG00000099351
zf_xp_gene_7500	igfbp2	ENSDARG00000031422
zf_xp_gene_7501	igfbp2	ENSDARG00000052470
zf_xp_gene_7502	igfbp5	ENSDARG00000025348
zf_xp_gene_7503	igfbp5	ENSDARG00000039264
zf_xp_gene_7504	ighmbp2-like	ENSDARG00000069274
zf_xp_gene_7505	igsf10	ENSDARG00000077497
zf_xp_gene_7506	igsf11	ENSDARG00000109783
zf_xp_gene_7507	igsf21	ENSDARG00000056084
zf_xp_gene_7508	igsf21	ENSDARG00000031049
zf_xp_gene_7509	igsf6	ENSDARG00000093074
zf_xp_gene_7510	igsf9b-like	ENSDARG00000069467
zf_xp_gene_7511	ihh	ENSDARG00000037062
zf_xp_gene_7512	ik	ENSDARG00000004161
zf_xp_gene_7513	ikbkb	ENSDARG00000079123
zf_xp_gene_7514	ikbke	ENSDARG00000070606
zf_xp_gene_7515	ikbkg	ENSDARG00000017037
zf_xp_gene_7516	ikzf1	ENSDARG00000013539
zf_xp_gene_7517	ikzf4	ENSDARG00000037068
zf_xp_gene_7518	ikzf5	ENSDARG00000056491
zf_xp_gene_7519	il10rb	ENSDARG00000068711
zf_xp_gene_7520	il12b	ENSDARG00000033727
zf_xp_gene_7521	il12b	ENSDARG00000054542
zf_xp_gene_7522	il13ra2	ENSDARG00000039436
zf_xp_gene_7523	il16	ENSDARG00000102908
zf_xp_gene_7524	il17d	ENSDARG00000010700
zf_xp_gene_7525	il17rel	ENSDARG00000089131
zf_xp_gene_7526	il1rapl1	ENSDARG00000104853
zf_xp_gene_7527	il1rapl1	ENSDARG00000062045
zf_xp_gene_7528	il1rapl2	ENSDARG00000037553
zf_xp_gene_7529	il22	ENSDARG00000045673
zf_xp_gene_7530	ildr2	ENSDARG00000014180
zf_xp_gene_7531	ilkap	ENSDARG00000040615
zf_xp_gene_7532	ilvbl	ENSDARG00000017126
zf_xp_gene_7533	immp1l	ENSDARG00000045935
zf_xp_gene_7534	immt-like	ENSDARG00000102874
zf_xp_gene_7535	imp3	ENSDARG00000115266
zf_xp_gene_7536	impa2	ENSDARG00000059411
zf_xp_gene_7537	impdh1	ENSDARG00000029524
zf_xp_gene_7538	impdh1	ENSDARG00000042336
zf_xp_gene_7539	impdh2	ENSDARG00000006900
zf_xp_gene_7540	impg2	ENSDARG00000019782
zf_xp_gene_7541	ina	ENSDARG00000053248
zf_xp_gene_7542	ina	ENSDARG00000011862
zf_xp_gene_7543	incenp	ENSDARG00000099194
zf_xp_gene_7544	inf2	ENSDARG00000117069
zf_xp_gene_7545	ing1	ENSDARG00000019116
zf_xp_gene_7546	ing2	ENSDARG00000104907
zf_xp_gene_7547	ing3	ENSDARG00000034326
zf_xp_gene_7548	ing4	ENSDARG00000030716
zf_xp_gene_7549	inhba	ENSDARG00000024759
zf_xp_gene_7550	inhba	ENSDARG00000012671
zf_xp_gene_7551	inhbb	ENSDARG00000040777
zf_xp_gene_7552	inip	ENSDARG00000028523
zf_xp_gene_7553	ino80	ENSDARG00000070432
zf_xp_gene_7554	ino80d	ENSDARG00000104727
zf_xp_gene_7555	inpp1	ENSDARG00000002897
zf_xp_gene_7556	inpp4a	ENSDARG00000070995
zf_xp_gene_7557	inpp4a	ENSDARG00000063352
zf_xp_gene_7558	inpp4b-like.1	ENSDARG00000075201
zf_xp_gene_7559	inpp5d	ENSDARG00000074283
zf_xp_gene_7560	inpp5e-like	ENSDARG00000103926
zf_xp_gene_7561	inpp5f	ENSDARG00000061437
zf_xp_gene_7562	inppl1	ENSDARG00000104222
zf_xp_gene_7563	insig1	ENSDARG00000010658
zf_xp_gene_7564	insl5	ENSDARG00000070966
zf_xp_gene_7565	insm1	ENSDARG00000091756
zf_xp_gene_7566	insm1	ENSDARG00000053301
zf_xp_gene_7567	ints1	ENSDARG00000100419
zf_xp_gene_7568	ints10-like	ENSDARG00000043031
zf_xp_gene_7569	ints12	ENSDARG00000091678
zf_xp_gene_7570	ints2	ENSDARG00000069085
zf_xp_gene_7571	ints3	ENSDARG00000016811
zf_xp_gene_7572	ints4-like	ENSDARG00000102953
zf_xp_gene_7573	ints5-like	ENSDARG00000077943
zf_xp_gene_7574	ints7	ENSDARG00000019300
zf_xp_gene_7575	ints8	ENSDARG00000057986
zf_xp_gene_7576	ints9	ENSDARG00000067913
zf_xp_gene_7577	intu	ENSDARG00000077639
zf_xp_gene_7578	ip6k1	ENSDARG00000073744
zf_xp_gene_7579	ip6k2	ENSDARG00000008310
zf_xp_gene_7580	ip6k2	ENSDARG00000019613
zf_xp_gene_7581	ipmk	ENSDARG00000029291
zf_xp_gene_7582	ipmk	ENSDARG00000076699
zf_xp_gene_7583	ipo11	ENSDARG00000054224
zf_xp_gene_7584	ipo13	ENSDARG00000060618
zf_xp_gene_7585	ipo4	ENSDARG00000041493
zf_xp_gene_7586	ipo8	ENSDARG00000058159
zf_xp_gene_7587	ipo9	ENSDARG00000016753
zf_xp_gene_7588	ippk	ENSDARG00000003446
zf_xp_gene_7589	iqca1	ENSDARG00000057276
zf_xp_gene_7590	iqcc-like	ENSDARG00000092483
zf_xp_gene_7591	iqcg	ENSDARG00000068678
zf_xp_gene_7592	iqch	ENSDARG00000015476
zf_xp_gene_7593	iqgap2	ENSDARG00000060010
zf_xp_gene_7594	iqgap3	ENSDARG00000098650
zf_xp_gene_7595	iqub-like	ENSDARG00000061899
zf_xp_gene_7596	irak1	ENSDARG00000025949
zf_xp_gene_7597	irak1bp1	ENSDARG00000036903
zf_xp_gene_7598	irak4	ENSDARG00000100534
zf_xp_gene_7599	ireb2	ENSDARG00000021466
zf_xp_gene_7600	irf1	ENSDARG00000043492
zf_xp_gene_7601	irf1	ENSDARG00000043249
zf_xp_gene_7602	irf2	ENSDARG00000007387
zf_xp_gene_7603	irf2	ENSDARG00000040465
zf_xp_gene_7604	irf2bp2	ENSDARG00000004702
zf_xp_gene_7605	irf2bp2	ENSDARG00000098635
zf_xp_gene_7606	irf3	ENSDARG00000076251
